CompChangeID,EmployeeID,EffectiveDate,PreviousSalary,NewSalary,ChangePercent,ChangeReason,Currency
423,E100069,2023-03-16,239500.0,269000,12.38,Promotion,USD
424,E100069,2024-07-16,269000.0,274000,1.82,Market Adjustment,USD
425,E100069,2025-10-16,274000.0,285500,4.21,Merit Increase,USD
426,E100070,2018-12-02,66000.0,67000,1.7,Merit Increase,USD
427,E100070,2020-02-02,67000.0,69000,3.22,Market Adjustment,USD
428,E100070,2021-05-02,69000.0,72000,4.0,Market Adjustment,USD
429,E100070,2022-08-02,72000.0,74500,3.57,Merit Increase,USD
430,E100070,2023-08-02,74500.0,77000,3.38,Merit Increase,USD
431,E100070,2024-09-02,77000.0,86500,12.06,Promotion,USD
432,E100070,2025-11-02,86500.0,96000,11.05,Promotion,USD
433,E100071,2021-06-30,65000.0,66500,2.41,Merit Increase,USD
434,E100071,2022-09-30,66500.0,68000,2.48,Merit Increase,USD
435,E100071,2023-08-30,68000.0,72000,5.65,Merit Increase,USD
436,E100072,2020-04-14,58000.0,59500,2.3,Market Adjustment,USD
437,E100072,2021-09-14,59500.0,61500,3.46,Market Adjustment,USD
438,E100072,2022-07-14,61500.0,63000,2.2,Merit Increase,USD
439,E100072,2023-12-14,63000.0,69500,10.36,Promotion,USD
440,E100072,2024-12-14,69500.0,73500,5.73,Merit Increase,USD
441,E100072,2026-03-14,73500.0,75000,2.18,Merit Increase,USD
442,E100073,2020-05-15,132500.0,136500,3.01,Merit Increase,USD
443,E100073,2021-07-15,136500.0,151000,10.74,Promotion,USD
444,E100073,2022-07-15,151000.0,167500,11.02,Promotion,USD
445,E100073,2023-06-15,167500.0,177500,5.83,Merit Increase,USD
446,E100073,2024-05-15,177500.0,197000,11.08,Promotion,USD
447,E100074,2019-03-26,75500.0,77500,2.92,Market Adjustment,USD
448,E100074,2020-06-26,77500.0,82500,6.71,Merit Increase,USD
449,E100074,2021-10-26,82500.0,82500,0.0,Merit Increase,USD
450,E100075,2017-06-08,134000.0,140000,4.33,Merit Increase,USD
451,E100075,2018-09-08,140000.0,142500,1.78,Market Adjustment,USD
452,E100075,2019-11-08,142500.0,147500,3.46,Market Adjustment,USD
453,E100075,2020-11-08,147500.0,154000,4.29,Market Adjustment,USD
454,E100075,2021-11-08,154000.0,162000,5.2,Merit Increase,USD
455,E100076,2016-09-14,117000.0,130000,10.94,Promotion,USD
456,E100076,2017-06-14,130000.0,133000,2.3,Market Adjustment,USD
457,E100076,2018-06-14,133000.0,138500,4.05,Merit Increase,USD
458,E100076,2019-06-14,138500.0,151000,8.91,Promotion,USD
459,E100076,2020-10-14,151000.0,159500,5.61,Merit Increase,USD
460,E100076,2021-08-14,159500.0,163000,2.24,Merit Increase,USD
461,E100076,2022-09-14,163000.0,168500,3.27,Merit Increase,USD
462,E100076,2023-06-14,168500.0,172500,2.42,Merit Increase,USD
463,E100076,2024-08-14,172500.0,179000,3.67,Market Adjustment,USD
464,E100076,2025-07-14,179000.0,184000,2.66,Merit Increase,USD
465,E100076,2026-07-14,184000.0,197500,7.34,Market Adjustment,USD
466,E100077,2020-05-27,32000.0,34000,6.2,Market Adjustment,USD
467,E100077,2021-07-27,34000.0,35000,2.29,Market Adjustment,USD
468,E100077,2022-08-27,35000.0,36000,3.21,Market Adjustment,USD
469,E100077,2023-10-27,36000.0,36500,1.61,Market Adjustment,USD
470,E100077,2024-08-27,36500.0,37500,3.11,Merit Increase,USD
471,E100077,2025-07-27,37500.0,39500,5.03,Merit Increase,USD
472,E100077,2026-05-27,39500.0,42500,7.11,Merit Increase,USD
473,E100078,2014-05-09,125500.0,130500,4.03,Merit Increase,USD
474,E100078,2015-05-09,130500.0,137500,5.27,Market Adjustment,USD
475,E100078,2016-06-09,137500.0,141000,2.72,Merit Increase,USD
476,E100078,2017-04-09,141000.0,147000,4.09,Market Adjustment,USD
477,E100078,2018-06-09,147000.0,149500,1.6,Merit Increase,USD
478,E100078,2019-06-09,149500.0,157000,4.95,Market Adjustment,USD
479,E100078,2020-05-09,157000.0,170000,8.42,Promotion,USD
480,E100078,2021-05-09,170000.0,179500,5.47,Market Adjustment,USD
481,E100078,2022-07-09,179500.0,189500,5.47,Merit Increase,USD
482,E100078,2023-06-09,189500.0,194500,2.51,Merit Increase,USD
483,E100078,2024-06-09,194500.0,200500,3.04,Market Adjustment,USD
484,E100078,2025-05-09,200500.0,209000,4.22,Market Adjustment,USD
485,E100078,2026-02-09,209000.0,217000,3.72,Market Adjustment,USD
486,E100079,2022-01-03,93500.0,95500,2.25,Market Adjustment,USD
487,E100079,2022-11-03,95500.0,99500,4.04,Market Adjustment,USD
488,E100079,2024-03-03,99500.0,103500,3.82,Market Adjustment,USD
489,E100079,2025-03-03,103500.0,106000,2.36,Market Adjustment,USD
490,E100079,2026-01-03,106000.0,118500,11.82,Promotion,USD
491,E100080,2015-09-30,113500.0,118500,4.44,Merit Increase,USD
492,E100080,2016-09-30,118500.0,124000,4.47,Market Adjustment,USD
493,E100080,2017-10-30,124000.0,129500,4.46,Merit Increase,USD
494,E100080,2018-12-30,129500.0,133500,3.12,Market Adjustment,USD
495,E100080,2019-10-30,133500.0,142500,6.89,Market Adjustment,USD
496,E100080,2020-10-30,142500.0,156500,9.72,Promotion,USD
497,E100081,2021-12-10,69000.0,70000,1.61,Merit Increase,USD
498,E100081,2022-10-10,70000.0,71500,2.16,Merit Increase,USD
499,E100081,2023-11-10,71500.0,73500,2.46,Market Adjustment,USD
500,E100082,2017-09-29,61000.0,63000,3.38,Merit Increase,USD
501,E100082,2018-10-29,63000.0,64000,1.94,Merit Increase,USD
502,E100082,2020-01-29,64000.0,66500,3.97,Market Adjustment,USD
503,E100082,2021-01-29,66500.0,68500,2.71,Market Adjustment,USD
504,E100082,2021-12-29,68500.0,69500,1.76,Merit Increase,USD
505,E100082,2022-10-29,69500.0,70500,1.5,Merit Increase,USD
506,E100082,2024-01-29,70500.0,72000,2.35,Market Adjustment,USD
507,E100083,2021-09-28,61500.0,63500,3.59,Merit Increase,USD
508,E100083,2022-07-28,63500.0,66500,4.36,Market Adjustment,USD
509,E100083,2023-10-28,66500.0,69500,4.52,Merit Increase,USD
510,E100083,2024-11-28,69500.0,78000,12.4,Promotion,USD
511,E100083,2026-02-28,78000.0,83000,6.09,Market Adjustment,USD
512,E100084,2020-12-05,117000.0,122000,4.41,Merit Increase,USD
513,E100084,2022-01-05,122000.0,127000,4.29,Merit Increase,USD
514,E100084,2023-06-05,127000.0,131000,3.11,Market Adjustment,USD
515,E100084,2024-04-05,131000.0,139000,6.28,Market Adjustment,USD
516,E100084,2025-08-05,139000.0,145000,4.31,Merit Increase,USD
517,E100084,2026-08-05,145000.0,152000,4.79,Merit Increase,USD
518,E100085,2017-01-21,69000.0,70500,2.49,Merit Increase,USD
519,E100085,2018-01-21,70500.0,73500,4.32,Merit Increase,USD
520,E100085,2019-02-21,73500.0,77000,4.83,Merit Increase,USD
521,E100085,2020-02-21,77000.0,79000,2.87,Merit Increase,USD
522,E100085,2021-03-21,79000.0,82000,3.63,Market Adjustment,USD
523,E100085,2022-06-21,82000.0,90000,9.96,Promotion,USD
524,E100085,2023-05-21,90000.0,93000,3.25,Market Adjustment,USD
525,E100085,2024-05-21,93000.0,95500,2.55,Market Adjustment,USD
526,E100085,2025-02-21,95500.0,97000,1.77,Market Adjustment,USD
527,E100085,2026-02-21,97000.0,104000,7.08,Promotion,USD
528,E100086,2021-05-21,24500.0,25000,2.5,Market Adjustment,USD
529,E100086,2022-05-21,25000.0,27500,10.43,Promotion,USD
530,E100086,2023-02-21,27500.0,31000,12.33,Promotion,USD
531,E100087,2021-05-30,61000.0,64000,4.52,Market Adjustment,USD
532,E100087,2022-06-30,64000.0,67000,4.87,Market Adjustment,USD
533,E100087,2023-06-30,67000.0,69500,3.82,Market Adjustment,USD
534,E100087,2024-08-30,69500.0,73500,6.01,Market Adjustment,USD
535,E100087,2025-08-30,73500.0,76500,3.87,Market Adjustment,USD
536,E100089,2019-02-18,73500.0,76000,3.33,Market Adjustment,USD
537,E100089,2020-04-18,76000.0,79000,3.76,Merit Increase,USD
538,E100089,2021-08-18,79000.0,81500,3.04,Merit Increase,USD
539,E100089,2022-07-18,81500.0,85000,4.23,Market Adjustment,USD
540,E100089,2023-06-18,85000.0,87500,2.81,Market Adjustment,USD
541,E100089,2024-07-18,87500.0,90500,3.45,Market Adjustment,USD
542,E100089,2025-07-18,90500.0,99000,9.31,Promotion,USD
543,E100089,2026-08-18,99000.0,105500,6.76,Market Adjustment,USD
544,E100090,2021-08-20,142000.0,146000,2.89,Market Adjustment,USD
545,E100090,2022-10-20,146000.0,148000,1.26,Merit Increase,USD
546,E100090,2023-07-20,148000.0,161000,8.83,Promotion,USD
547,E100091,2019-10-10,93500.0,97500,4.03,Merit Increase,USD
548,E100091,2020-10-10,97500.0,100500,3.03,Market Adjustment,USD
549,E100091,2021-11-10,100500.0,104500,3.8,Market Adjustment,USD
550,E100091,2022-12-10,104500.0,108500,3.98,Merit Increase,USD
551,E100091,2024-03-10,108500.0,120500,11.1,Promotion,USD
552,E100091,2025-05-10,120500.0,125500,4.04,Merit Increase,USD
553,E100091,2026-06-10,125500.0,138000,9.8,Promotion,USD
554,E100092,2021-09-05,75500.0,79500,5.12,Market Adjustment,USD
555,E100092,2022-10-05,79500.0,81000,2.14,Merit Increase,USD
556,E100092,2023-07-05,81000.0,87000,7.59,Promotion,USD
557,E100092,2024-06-05,87000.0,90500,4.19,Market Adjustment,USD
558,E100092,2025-05-05,90500.0,95500,5.34,Merit Increase,USD
559,E100092,2026-03-05,95500.0,108000,12.99,Promotion,USD
560,E100093,2019-03-30,70000.0,71500,2.01,Merit Increase,USD
561,E100093,2020-01-30,71500.0,78000,9.09,Promotion,USD
562,E100093,2021-03-30,78000.0,81500,4.58,Merit Increase,USD
563,E100093,2022-01-30,81500.0,84000,3.21,Merit Increase,USD
564,E100093,2023-02-28,84000.0,86500,3.22,Merit Increase,USD
565,E100094,2014-04-18,77500.0,79000,2.21,Market Adjustment,USD
566,E100094,2015-03-18,79000.0,80500,2.05,Market Adjustment,USD
567,E100094,2016-02-18,80500.0,83500,3.53,Market Adjustment,USD
568,E100094,2017-02-18,83500.0,91500,9.59,Promotion,USD
569,E100094,2018-04-18,91500.0,95000,4.01,Market Adjustment,USD
570,E100094,2019-01-18,95000.0,96500,1.59,Merit Increase,USD
571,E100094,2019-12-18,96500.0,98500,2.29,Merit Increase,USD
572,E100094,2020-11-18,98500.0,101500,2.89,Market Adjustment,USD
573,E100094,2021-12-18,101500.0,103500,1.81,Market Adjustment,USD
574,E100094,2022-11-18,103500.0,104500,1.12,Merit Increase,USD
575,E100094,2023-10-18,104500.0,108000,3.19,Market Adjustment,USD
576,E100094,2024-09-18,108000.0,110000,1.95,Market Adjustment,USD
577,E100094,2025-08-18,110000.0,114000,3.85,Market Adjustment,USD
578,E100094,2026-07-18,114000.0,119500,5.03,Market Adjustment,USD
579,E100095,2021-06-05,58000.0,61000,5.24,Market Adjustment,USD
580,E100095,2022-08-05,61000.0,63000,3.29,Merit Increase,USD
581,E100095,2023-09-05,63000.0,64000,1.6,Merit Increase,USD
582,E100095,2025-01-05,64000.0,65000,1.68,Merit Increase,USD
583,E100095,2026-02-05,65000.0,74500,14.37,Promotion,USD
584,E100096,2019-11-03,100500.0,105500,5.19,Merit Increase,USD
585,E100096,2021-01-03,105500.0,108500,2.77,Merit Increase,USD
586,E100097,2018-09-18,102500.0,108500,5.94,Market Adjustment,USD
587,E100097,2019-11-18,108500.0,111500,2.91,Merit Increase,USD
588,E100097,2020-09-18,111500.0,115500,3.74,Market Adjustment,USD
589,E100097,2021-08-18,115500.0,119500,3.66,Market Adjustment,USD
590,E100097,2022-10-18,119500.0,125500,4.83,Market Adjustment,USD
591,E100097,2024-01-18,125500.0,128000,1.96,Merit Increase,USD
592,E100097,2025-02-18,128000.0,130000,1.38,Market Adjustment,USD
593,E100097,2026-03-18,130000.0,131500,1.17,Merit Increase,USD
594,E100098,2021-07-04,72500.0,77000,6.37,Promotion,USD
595,E100098,2022-06-04,77000.0,80500,4.58,Market Adjustment,USD
596,E100098,2023-07-04,80500.0,83500,3.53,Market Adjustment,USD
597,E100098,2024-08-04,83500.0,87500,4.78,Market Adjustment,USD
598,E100098,2026-01-04,87500.0,89000,1.8,Market Adjustment,USD
599,E100099,2018-05-10,62500.0,64500,3.42,Merit Increase,USD
600,E100099,2019-09-10,64500.0,67000,4.21,Market Adjustment,USD
601,E100099,2020-11-10,67000.0,69500,3.77,Market Adjustment,USD
602,E100099,2021-10-10,69500.0,70500,1.2,Market Adjustment,USD
603,E100099,2023-01-10,70500.0,72500,2.83,Merit Increase,USD
604,E100099,2024-01-10,72500.0,73000,0.56,Market Adjustment,USD
605,E100099,2024-12-10,73000.0,75500,3.7,Merit Increase,USD
606,E100099,2026-01-10,75500.0,80000,5.91,Merit Increase,USD
607,E100100,2021-07-20,70000.0,74000,5.78,Merit Increase,USD
608,E100100,2022-10-20,74000.0,75000,1.39,Merit Increase,USD
609,E100100,2024-01-20,75000.0,76000,1.09,Market Adjustment,USD
610,E100100,2025-02-20,76000.0,79500,4.63,Merit Increase,USD
611,E100100,2026-03-20,79500.0,82000,2.94,Merit Increase,USD
612,E100101,2021-03-12,131500.0,136500,3.73,Market Adjustment,USD
613,E100101,2022-04-12,136500.0,144500,5.76,Merit Increase,USD
614,E100101,2023-04-12,144500.0,158000,9.42,Promotion,USD
615,E100102,2018-04-10,135500.0,139500,2.82,Market Adjustment,USD
616,E100102,2019-02-10,139500.0,145500,4.42,Merit Increase,USD
617,E100102,2020-03-10,145500.0,147500,1.32,Market Adjustment,USD
618,E100102,2021-04-10,147500.0,155000,5.17,Merit Increase,USD
619,E100102,2022-07-10,155000.0,167000,7.88,Promotion,USD
620,E100102,2023-10-10,167000.0,171500,2.71,Merit Increase,USD
621,E100102,2024-11-10,171500.0,176500,2.97,Market Adjustment,USD
622,E100102,2025-09-10,176500.0,192000,8.66,Promotion,USD
623,E100103,2022-01-26,72000.0,75500,4.52,Merit Increase,USD
624,E100103,2023-01-26,75500.0,80000,6.2,Merit Increase,USD
625,E100103,2024-03-26,80000.0,82500,3.32,Merit Increase,USD
626,E100103,2024-12-26,82500.0,86500,4.79,Merit Increase,USD
627,E100103,2026-03-26,86500.0,90000,4.14,Market Adjustment,USD
628,E100104,2017-06-13,82500.0,88000,6.76,Merit Increase,USD
629,E100104,2018-06-13,88000.0,103000,16.89,Promotion,USD
630,E100104,2019-08-13,103000.0,106500,3.57,Market Adjustment,USD
631,E100104,2020-11-13,106500.0,116500,9.18,Promotion,USD
632,E100104,2021-09-13,116500.0,118500,1.68,Market Adjustment,USD
633,E100104,2022-10-13,118500.0,123500,4.17,Merit Increase,USD
634,E100104,2023-09-13,123500.0,130000,5.33,Market Adjustment,USD
635,E100104,2024-10-13,130000.0,136000,4.74,Merit Increase,USD
636,E100105,2021-08-16,29500.0,30000,0.85,Market Adjustment,USD
637,E100105,2022-08-16,30000.0,31000,3.84,Merit Increase,USD
638,E100105,2023-07-16,31000.0,34500,10.82,Promotion,USD
639,E100105,2024-08-16,34500.0,35500,2.7,Market Adjustment,USD
640,E100105,2025-08-16,35500.0,36500,2.4,Market Adjustment,USD
641,E100105,2026-07-16,36500.0,38500,5.34,Merit Increase,USD
642,E100106,2021-06-05,102000.0,103500,1.45,Market Adjustment,USD
643,E100106,2022-10-05,103500.0,108000,4.36,Market Adjustment,USD
644,E100106,2023-10-05,108000.0,113500,4.92,Market Adjustment,USD
645,E100106,2025-01-05,113500.0,118500,4.37,Merit Increase,USD
646,E100107,2018-12-08,104000.0,110000,5.63,Market Adjustment,USD
647,E100107,2019-12-08,110000.0,114000,3.68,Merit Increase,USD
648,E100107,2021-02-08,114000.0,117500,3.02,Market Adjustment,USD
649,E100108,2020-03-31,93000.0,100000,7.77,Market Adjustment,USD
650,E100108,2021-03-31,100000.0,104500,4.4,Merit Increase,USD
651,E100108,2022-04-30,104500.0,109500,4.72,Market Adjustment,USD
652,E100108,2023-04-30,109500.0,114000,4.2,Merit Increase,USD
653,E100108,2024-05-30,114000.0,129500,13.58,Promotion,USD
654,E100108,2025-02-28,129500.0,143000,10.28,Promotion,USD
655,E100108,2026-07-28,143000.0,151500,5.81,Market Adjustment,USD
656,E100109,2020-09-13,70000.0,73000,4.28,Merit Increase,USD
657,E100109,2021-11-13,73000.0,74500,2.19,Market Adjustment,USD
658,E100109,2022-10-13,74500.0,76500,2.52,Market Adjustment,USD
659,E100109,2023-10-13,76500.0,81000,5.86,Market Adjustment,USD
660,E100109,2024-08-13,81000.0,86000,6.45,Market Adjustment,USD
661,E100109,2025-09-13,86000.0,87500,1.75,Merit Increase,USD
662,E100109,2026-08-13,87500.0,98500,12.32,Promotion,USD
663,E100110,2019-06-30,126000.0,128500,1.79,Market Adjustment,USD
664,E100110,2020-08-30,128500.0,131000,1.82,Merit Increase,USD
665,E100110,2021-05-30,131000.0,138500,5.7,Market Adjustment,USD
666,E100110,2022-05-30,138500.0,142500,2.91,Merit Increase,USD
667,E100110,2023-06-30,142500.0,147500,3.46,Market Adjustment,USD
668,E100110,2024-05-30,147500.0,161000,9.17,Promotion,USD
669,E100110,2025-07-30,161000.0,164500,2.05,Market Adjustment,USD
670,E100110,2026-07-30,164500.0,174500,6.0,Market Adjustment,USD
671,E100111,2015-01-19,50500.0,51500,1.99,Market Adjustment,USD
672,E100111,2016-02-19,51500.0,54500,5.37,Market Adjustment,USD
673,E100111,2017-01-19,54500.0,58000,6.38,Market Adjustment,USD
674,E100111,2018-01-19,58000.0,59000,1.76,Market Adjustment,USD
675,E100111,2019-04-19,59000.0,62500,5.88,Market Adjustment,USD
676,E100111,2020-02-19,62500.0,65000,4.16,Market Adjustment,USD
677,E100111,2021-01-19,65000.0,70000,7.94,Promotion,USD
678,E100111,2021-12-19,70000.0,72500,3.82,Market Adjustment,USD
679,E100111,2023-03-19,72500.0,80500,10.82,Promotion,USD
680,E100111,2024-04-19,80500.0,82500,2.67,Merit Increase,USD
681,E100111,2025-04-19,82500.0,89500,8.4,Promotion,USD
682,E100111,2026-01-19,89500.0,92000,2.73,Market Adjustment,USD
683,E100112,2021-04-21,34500.0,36500,5.15,Market Adjustment,USD
684,E100112,2022-05-21,36500.0,37500,3.29,Merit Increase,USD
685,E100112,2023-04-21,37500.0,39000,4.22,Market Adjustment,USD
686,E100112,2024-07-21,39000.0,43500,11.77,Promotion,USD
687,E100113,2016-12-04,76000.0,79000,3.63,Market Adjustment,USD
688,E100113,2017-09-04,79000.0,82000,3.99,Merit Increase,USD
689,E100113,2018-08-04,82000.0,84500,2.97,Merit Increase,USD
690,E100113,2019-11-04,84500.0,88500,4.82,Merit Increase,USD
691,E100113,2020-08-04,88500.0,89500,0.91,Merit Increase,USD
692,E100113,2021-09-04,89500.0,102000,13.92,Promotion,USD
693,E100113,2022-06-04,102000.0,107000,4.97,Merit Increase,USD
694,E100113,2023-11-04,107000.0,112500,5.28,Merit Increase,USD
695,E100113,2024-10-04,112500.0,117500,4.46,Market Adjustment,USD
696,E100113,2025-11-04,117500.0,125000,6.17,Merit Increase,USD
697,E100114,2020-01-01,28000.0,29000,4.38,Merit Increase,USD
698,E100114,2020-12-01,29000.0,33000,14.11,Promotion,USD
699,E100115,2019-12-27,79000.0,82000,3.75,Merit Increase,USD
700,E100115,2020-11-27,82000.0,85000,3.66,Market Adjustment,USD
701,E100115,2021-12-27,85000.0,87500,3.08,Market Adjustment,USD
702,E100115,2023-01-27,87500.0,89500,2.38,Merit Increase,USD
703,E100115,2023-11-27,89500.0,92500,3.45,Market Adjustment,USD
704,E100116,2020-08-26,128500.0,135000,4.88,Merit Increase,USD
705,E100116,2021-11-26,135000.0,140000,3.78,Market Adjustment,USD
706,E100116,2022-10-26,140000.0,144500,3.11,Merit Increase,USD
707,E100116,2023-10-26,144500.0,148000,2.51,Merit Increase,USD
708,E100116,2024-12-26,148000.0,152000,2.58,Merit Increase,USD
709,E100116,2025-09-26,152000.0,159500,5.09,Market Adjustment,USD
710,E100117,2021-09-05,45500.0,46500,2.53,Merit Increase,USD
711,E100117,2022-09-05,46500.0,48000,3.5,Market Adjustment,USD
712,E100117,2024-02-05,48000.0,49000,2.06,Merit Increase,USD
713,E100117,2024-12-05,49000.0,51500,5.41,Merit Increase,USD
714,E100117,2025-12-05,51500.0,54000,5.26,Market Adjustment,USD
715,E100118,2019-07-23,51500.0,53000,3.08,Market Adjustment,USD
716,E100118,2020-07-23,53000.0,54000,1.94,Merit Increase,USD
717,E100119,2021-01-03,74000.0,75000,1.58,Market Adjustment,USD
718,E100119,2022-05-03,75000.0,78500,4.49,Market Adjustment,USD
719,E100119,2023-09-03,78500.0,80500,2.43,Market Adjustment,USD
720,E100119,2024-11-03,80500.0,85000,5.6,Merit Increase,USD
721,E100119,2025-09-03,85000.0,88500,3.99,Market Adjustment,USD
722,E100120,2021-11-12,67500.0,69000,2.27,Merit Increase,USD
723,E100120,2022-12-12,69000.0,71000,3.14,Market Adjustment,USD
724,E100120,2023-11-12,71000.0,75000,5.63,Market Adjustment,USD
725,E100121,2019-05-22,113500.0,116500,2.47,Merit Increase,USD
726,E100121,2020-03-22,116500.0,119500,2.56,Merit Increase,USD
727,E100121,2021-04-22,119500.0,125000,4.43,Merit Increase,USD
728,E100121,2022-06-22,125000.0,128000,2.56,Merit Increase,USD
729,E100121,2023-06-22,128000.0,144000,12.32,Promotion,USD
730,E100121,2024-08-22,144000.0,148500,3.29,Merit Increase,USD
731,E100121,2025-10-22,148500.0,152500,2.66,Market Adjustment,USD
732,E100121,2026-07-22,152500.0,160000,4.86,Market Adjustment,USD
733,E100122,2020-08-21,31000.0,32000,3.76,Merit Increase,USD
734,E100122,2021-11-21,32000.0,33000,3.49,Market Adjustment,USD
735,E100122,2022-08-21,33000.0,33000,0.45,Market Adjustment,USD
736,E100123,2017-09-25,121000.0,127500,5.2,Market Adjustment,USD
737,E100123,2018-12-25,127500.0,134500,5.64,Merit Increase,USD
738,E100123,2019-10-25,134500.0,139000,3.2,Merit Increase,USD
739,E100123,2020-09-25,139000.0,144000,3.74,Market Adjustment,USD
740,E100124,2019-11-22,177000.0,178500,0.92,Merit Increase,USD
741,E100124,2020-11-22,178500.0,188500,5.69,Market Adjustment,USD
742,E100124,2021-10-22,188500.0,193000,2.46,Merit Increase,USD
743,E100125,2017-11-06,121500.0,126500,3.97,Merit Increase,USD
744,E100125,2018-10-06,126500.0,130000,2.6,Merit Increase,USD
745,E100125,2019-11-06,130000.0,136500,4.98,Market Adjustment,USD
746,E100125,2020-10-06,136500.0,141000,3.2,Market Adjustment,USD
747,E100125,2021-07-06,141000.0,154500,9.69,Promotion,USD
748,E100125,2022-08-06,154500.0,162000,4.81,Market Adjustment,USD
749,E100125,2023-07-06,162000.0,168000,3.76,Market Adjustment,USD
750,E100125,2024-08-06,168000.0,169500,0.81,Market Adjustment,USD
751,E100125,2025-06-06,169500.0,176500,4.25,Market Adjustment,USD
752,E100125,2026-07-06,176500.0,196500,11.28,Promotion,USD
753,E100126,2021-03-07,149500.0,156000,4.22,Market Adjustment,USD
754,E100126,2022-04-07,156000.0,157000,0.59,Merit Increase,USD
755,E100126,2023-04-07,157000.0,166500,6.17,Merit Increase,USD
756,E100126,2024-06-07,166500.0,170000,2.16,Market Adjustment,USD
757,E100126,2025-07-07,170000.0,187500,10.38,Promotion,USD
758,E100127,2021-06-05,124500.0,131500,5.45,Merit Increase,USD
759,E100127,2022-04-05,131500.0,137000,4.0,Merit Increase,USD
760,E100127,2023-06-05,137000.0,157000,14.46,Promotion,USD
761,E100127,2024-08-05,157000.0,159000,1.21,Merit Increase,USD
762,E100127,2025-09-05,159000.0,166000,4.27,Merit Increase,USD
763,E100128,2018-11-26,148000.0,151000,2.09,Merit Increase,USD
764,E100128,2019-09-26,151000.0,156500,3.5,Market Adjustment,USD
765,E100128,2020-10-26,156500.0,163000,4.03,Merit Increase,USD
766,E100128,2021-10-26,163000.0,168500,3.33,Market Adjustment,USD
767,E100128,2022-10-26,168500.0,174000,3.15,Market Adjustment,USD
768,E100128,2023-07-26,174000.0,177500,2.07,Merit Increase,USD
769,E100128,2024-09-26,177500.0,182500,2.83,Merit Increase,USD
770,E100128,2025-08-26,182500.0,209500,14.8,Promotion,USD
771,E100129,2021-03-24,43500.0,46000,5.74,Merit Increase,USD
772,E100129,2022-03-24,46000.0,48000,4.7,Merit Increase,USD
773,E100129,2023-03-24,48000.0,49000,2.54,Market Adjustment,USD
774,E100129,2024-05-24,49000.0,50000,2.15,Merit Increase,USD
775,E100129,2025-05-24,50000.0,51500,3.5,Merit Increase,USD
776,E100129,2026-05-24,51500.0,52500,1.46,Merit Increase,USD
777,E100130,2014-10-15,54500.0,56500,3.75,Market Adjustment,USD
778,E100130,2015-09-15,56500.0,60500,6.75,Market Adjustment,USD
779,E100130,2016-09-15,60500.0,62500,3.13,Market Adjustment,USD
780,E100130,2017-06-15,62500.0,67000,7.28,Promotion,USD
781,E100130,2018-09-15,67000.0,72500,8.44,Market Adjustment,USD
782,E100130,2019-12-15,72500.0,74000,1.94,Merit Increase,USD
783,E100130,2021-01-15,74000.0,76000,2.92,Merit Increase,USD
784,E100130,2022-01-15,76000.0,77000,1.55,Market Adjustment,USD
785,E100130,2023-03-15,77000.0,78000,1.6,Merit Increase,USD
786,E100130,2023-12-15,78000.0,80500,2.89,Merit Increase,USD
787,E100130,2024-09-15,80500.0,82500,2.29,Merit Increase,USD
788,E100130,2025-11-15,82500.0,94500,14.4,Promotion,USD
789,E100131,2021-09-03,54000.0,55500,2.68,Market Adjustment,USD
790,E100131,2022-08-03,55500.0,58500,5.73,Market Adjustment,USD
791,E100131,2023-06-03,58500.0,65000,11.37,Promotion,USD
792,E100132,2017-09-30,117500.0,117500,0.0,Market Adjustment,USD
793,E100132,2018-11-30,117500.0,125500,6.63,Promotion,USD
794,E100132,2019-12-30,125500.0,128000,2.19,Merit Increase,USD
795,E100132,2021-01-30,128000.0,133500,4.1,Market Adjustment,USD
796,E100132,2022-04-30,133500.0,139000,4.16,Merit Increase,USD
797,E100133,2019-10-07,188000.0,192000,2.03,Merit Increase,USD
798,E100133,2020-11-07,192000.0,201500,4.87,Market Adjustment,USD
799,E100133,2021-08-07,201500.0,213000,5.79,Merit Increase,USD
800,E100133,2022-08-07,213000.0,239000,12.29,Promotion,USD
801,E100133,2023-08-07,239000.0,249000,4.16,Market Adjustment,USD
802,E100133,2024-09-07,249000.0,253500,1.81,Market Adjustment,USD
803,E100133,2025-09-07,253500.0,264500,4.25,Merit Increase,USD
804,E100134,2020-11-09,36000.0,36500,1.56,Merit Increase,USD
805,E100134,2021-12-09,36500.0,37500,3.05,Market Adjustment,USD
806,E100134,2023-02-09,37500.0,38500,2.38,Market Adjustment,USD
807,E100134,2023-12-09,38500.0,41000,5.85,Merit Increase,USD
808,E100134,2024-12-09,41000.0,42000,2.14,Market Adjustment,USD
809,E100134,2025-11-09,42000.0,44500,5.62,Merit Increase,USD
810,E100135,2018-04-17,74000.0,76500,3.21,Market Adjustment,USD
811,E100135,2019-05-17,76500.0,77000,0.71,Merit Increase,USD
812,E100135,2020-04-17,77000.0,82000,6.34,Market Adjustment,USD
813,E100135,2021-04-17,82000.0,86500,5.4,Merit Increase,USD
814,E100135,2022-04-17,86500.0,87000,0.31,Merit Increase,USD
815,E100135,2023-06-17,87000.0,89500,2.98,Merit Increase,USD
816,E100136,2019-06-22,73500.0,76000,3.51,Merit Increase,USD
817,E100136,2020-07-22,76000.0,79000,4.07,Merit Increase,USD
818,E100136,2021-04-22,79000.0,90000,14.18,Promotion,USD
