RequisitionID,DepartmentKey,JobKey,LocationKey,OpenDate,CloseDate,RequisitionStatus,ApplicantsCount,ScreenedCount,InterviewedCount,OfferedCount,HiredCount,TimeToFillDays,SourceChannel
R500291,1,1006,5,2023-07-17,2023-09-05,Filled,18,6,1,1,1,50,Employee Referral
R500292,1,1000,1,2023-07-23,2023-09-03,Filled,24,11,4,1,1,42,Career Fair
R500293,1,1004,5,2023-08-18,2023-09-01,Filled,21,8,2,1,1,14,Recruiting Agency
R500294,1,1007,1,2023-08-27,2023-09-25,Filled,12,6,2,1,1,29,University Recruiting
R500295,2,1009,6,2023-08-30,2023-09-26,Filled,78,28,7,1,1,27,Company Website
R500296,3,1018,4,2023-08-04,2023-09-12,Filled,58,29,11,3,1,39,LinkedIn
R500297,3,1015,6,2023-08-18,2023-09-21,Filled,90,46,16,3,1,34,LinkedIn
R500298,3,1013,1,2023-08-11,2023-09-01,Filled,25,9,3,1,1,21,Job Board
R500299,3,1018,4,2023-08-23,2023-09-21,Filled,19,10,4,1,1,29,University Recruiting
R500300,4,1022,5,2023-08-06,2023-09-14,Filled,39,14,4,1,1,39,Career Fair
R500301,4,1019,3,2023-08-16,2023-09-14,Filled,86,47,12,1,1,29,LinkedIn
R500302,4,1022,5,2023-08-15,2023-09-22,Filled,61,23,8,1,1,38,LinkedIn
R500303,5,1024,2,2023-08-02,2023-09-15,Filled,9,3,0,1,1,44,University Recruiting
R500304,5,1024,2,2023-08-28,2023-09-27,Filled,34,12,5,1,1,30,Career Fair
R500305,5,1028,2,2023-08-24,2023-09-22,Filled,71,31,13,4,1,29,Recruiting Agency
R500306,7,1034,4,2023-08-22,2023-09-22,Filled,45,20,6,1,1,31,LinkedIn
R500307,9,1046,1,2023-07-26,2023-09-05,Filled,52,26,7,1,1,41,University Recruiting
R500308,9,1045,4,2023-08-18,2023-09-20,Filled,48,24,8,2,1,33,Career Fair
R500309,10,1050,2,2023-08-13,2023-09-11,Filled,88,31,9,1,1,29,University Recruiting
R500310,10,1050,4,2023-07-16,2023-09-02,Filled,56,21,5,1,1,48,Job Board
R500311,1,1001,6,2023-09-15,2023-10-06,Filled,47,23,6,1,1,21,Company Website
R500312,1,1007,1,2023-09-17,2023-10-20,Filled,64,26,11,2,1,33,University Recruiting
R500313,1,1001,1,2023-08-02,2023-10-02,Filled,50,19,6,1,1,61,Job Board
R500314,2,1008,1,2023-09-10,2023-10-16,Filled,47,17,5,1,1,36,Career Fair
R500315,3,1013,2,2023-08-24,2023-10-06,Filled,44,20,6,1,1,43,Company Website
R500316,3,1013,5,2023-09-21,2023-10-25,Filled,39,18,5,1,1,34,Career Fair
R500317,5,1024,2,2023-08-21,2023-10-10,Filled,8,3,1,1,1,50,University Recruiting
R500318,5,1028,6,2023-09-06,2023-10-22,Filled,45,17,5,1,1,46,University Recruiting
R500319,1,1007,5,2023-10-26,2023-11-27,Filled,44,23,8,2,1,32,Recruiting Agency
R500320,1,1006,3,2023-10-25,2023-11-25,Filled,8,4,1,1,1,31,Company Website
R500321,3,1013,6,2023-09-21,2023-11-09,Filled,42,23,6,1,1,49,Career Fair
R500322,3,1013,5,2023-10-31,2023-11-10,Filled,14,6,2,1,1,10,Career Fair
R500323,5,1028,1,2023-09-30,2023-11-17,Filled,18,8,2,1,1,48,University Recruiting
R500324,5,1024,1,2023-11-05,2023-11-26,Filled,56,21,7,2,1,21,Career Fair
R500325,5,1024,3,2023-10-31,2023-11-24,Filled,77,29,11,1,1,24,Company Website
R500326,1,1001,5,2023-11-24,2023-12-26,Filled,43,16,6,1,1,32,Career Fair
R500327,3,1014,2,2023-11-24,2023-12-26,Filled,63,28,9,2,1,32,LinkedIn
R500328,3,1013,5,2023-11-25,2023-12-07,Filled,23,9,3,1,1,12,Recruiting Agency
R500329,4,1021,2,2023-11-03,2023-12-16,Filled,79,33,14,3,1,43,Employee Referral
R500330,9,1046,1,2023-10-25,2023-12-02,Filled,61,28,12,2,1,38,Job Board
R500331,10,1053,4,2023-11-10,2023-12-14,Filled,38,16,5,1,1,34,Company Website
R500332,1,1006,6,2023-12-18,2024-01-14,Filled,32,15,4,1,1,27,Recruiting Agency
R500333,1,1001,2,2023-12-19,2024-01-08,Filled,29,12,3,1,1,20,Company Website
R500334,1,1006,5,2023-12-08,2024-01-19,Filled,53,25,8,2,1,42,Job Board
R500335,2,1012,1,2023-12-11,2024-01-09,Filled,35,18,6,1,1,29,Job Board
R500336,3,1015,1,2023-12-04,2024-01-08,Filled,51,25,7,1,1,35,Employee Referral
R500337,3,1018,1,2023-12-17,2024-01-18,Filled,23,9,3,1,1,32,Recruiting Agency
R500338,3,1015,4,2023-12-13,2024-01-15,Filled,57,28,11,1,1,33,Recruiting Agency
R500339,4,1019,4,2023-12-26,2024-01-28,Filled,51,26,7,1,1,33,Employee Referral
R500340,5,1027,6,2023-12-02,2024-01-08,Filled,82,35,12,3,1,37,Employee Referral
R500341,5,1025,2,2023-12-10,2024-01-10,Filled,28,14,5,1,1,31,Career Fair
R500342,5,1024,1,2024-01-05,2024-01-27,Filled,26,12,4,1,1,22,Employee Referral
R500343,7,1037,5,2023-12-17,2024-01-09,Filled,25,9,2,1,1,23,Job Board
R500344,7,1039,2,2023-12-28,2024-01-09,Filled,39,19,5,1,1,12,Recruiting Agency
R500345,9,1048,5,2023-12-22,2024-01-01,Filled,74,30,12,3,1,10,Career Fair
R500346,10,1053,5,2023-12-11,2024-01-04,Filled,48,22,8,2,1,24,Company Website
R500347,1,1000,5,2024-01-07,2024-02-19,Filled,59,26,8,1,1,43,Company Website
R500348,1,1000,4,2024-01-12,2024-02-08,Filled,69,36,14,4,1,27,Career Fair
R500349,3,1013,2,2024-01-23,2024-02-04,Filled,51,24,8,1,1,12,Recruiting Agency
R500350,3,1013,5,2024-01-08,2024-02-13,Filled,59,21,8,2,1,36,Company Website
R500351,3,1013,2,2023-12-27,2024-02-10,Filled,61,24,7,2,1,45,Job Board
R500352,3,1015,1,2024-01-07,2024-02-12,Filled,41,21,5,1,1,36,Employee Referral
R500353,3,1013,6,2023-12-25,2024-02-13,Filled,60,30,10,2,1,50,Recruiting Agency
R500354,4,1021,1,2024-01-14,2024-02-15,Filled,57,23,8,1,1,32,Recruiting Agency
R500355,5,1024,3,2024-01-09,2024-02-17,Filled,29,12,3,1,1,39,Recruiting Agency
R500356,5,1025,2,2024-01-26,2024-02-25,Filled,39,14,4,1,1,30,Recruiting Agency
R500357,6,1029,2,2024-01-12,2024-02-15,Filled,15,6,2,1,1,34,Company Website
R500358,7,1036,5,2024-01-22,2024-02-22,Filled,68,36,12,3,1,31,Employee Referral
R500359,10,1051,3,2024-01-10,2024-02-21,Filled,29,13,5,1,1,42,Recruiting Agency
R500360,1,1007,1,2024-02-11,2024-03-12,Filled,54,29,7,2,1,30,Career Fair
R500361,1,1004,1,2024-03-03,2024-03-13,Filled,29,13,4,1,1,10,Recruiting Agency
R500362,3,1015,2,2024-03-06,2024-03-16,Filled,49,17,6,1,1,10,Company Website
R500363,3,1013,5,2024-02-12,2024-03-20,Filled,41,22,5,1,1,37,Career Fair
R500364,4,1019,1,2024-01-26,2024-03-09,Filled,79,32,14,4,1,43,Career Fair
R500365,4,1019,3,2024-01-30,2024-03-10,Filled,48,17,4,1,1,40,Company Website
R500366,5,1027,2,2024-01-30,2024-03-14,Filled,64,29,9,3,1,44,Career Fair
R500367,7,1034,1,2024-02-07,2024-03-18,Filled,57,25,9,2,1,40,Career Fair
R500368,10,1050,4,2024-01-30,2024-03-27,Filled,56,20,7,1,1,57,LinkedIn
R500369,1,1006,2,2024-03-20,2024-04-16,Filled,70,27,9,3,1,27,University Recruiting
R500370,3,1016,5,2024-03-29,2024-04-28,Filled,19,10,3,1,1,30,Career Fair
R500371,3,1013,1,2024-03-18,2024-04-14,Filled,67,28,12,4,1,27,Career Fair
R500372,1,1003,6,2024-03-24,2024-05-13,Filled,50,19,7,1,1,50,Company Website
R500373,1,1004,6,2024-05-06,2024-05-23,Filled,69,27,6,1,1,17,LinkedIn
R500374,3,1013,1,2024-03-30,2024-05-12,Filled,98,37,13,3,1,43,Company Website
R500375,3,1014,5,2024-05-17,2024-05-27,Filled,46,20,8,1,1,10,Career Fair
R500376,4,1022,2,2024-04-24,2024-05-27,Filled,52,18,6,1,1,33,Job Board
R500377,4,1023,4,2024-04-12,2024-05-16,Filled,8,3,1,1,1,34,Employee Referral
R500378,4,1020,6,2024-04-19,2024-05-18,Filled,40,14,4,1,1,29,Employee Referral
R500379,5,1024,4,2024-04-13,2024-05-22,Filled,26,12,4,1,1,39,Job Board
R500380,5,1025,2,2024-04-21,2024-05-19,Filled,42,17,6,1,1,28,University Recruiting
R500381,7,1035,1,2024-04-18,2024-05-19,Filled,57,20,7,1,1,31,LinkedIn
R500382,9,1045,2,2024-04-13,2024-05-23,Filled,26,12,3,1,1,40,LinkedIn
R500383,10,1053,4,2024-04-04,2024-05-10,Filled,18,8,2,1,1,36,Career Fair
R500384,1,1003,5,2024-05-08,2024-06-08,Filled,8,3,0,1,1,31,Employee Referral
R500385,1,1003,5,2024-05-11,2024-06-07,Filled,72,33,11,2,1,27,Company Website
R500386,2,1009,3,2024-05-21,2024-06-09,Filled,67,35,10,2,1,19,Employee Referral
R500387,2,1009,2,2024-05-26,2024-06-10,Filled,30,13,5,1,1,15,Recruiting Agency
R500388,3,1017,1,2024-04-18,2024-06-17,Filled,8,3,0,1,1,60,Career Fair
R500389,3,1013,1,2024-05-18,2024-06-25,Filled,37,14,4,1,1,38,LinkedIn
R500390,3,1018,1,2024-05-23,2024-06-02,Filled,37,18,5,1,1,10,Employee Referral
R500391,5,1028,2,2024-06-11,2024-06-21,Filled,30,15,4,1,1,10,Career Fair
R500392,5,1027,1,2024-05-12,2024-06-23,Filled,41,22,6,1,1,42,Recruiting Agency
R500393,5,1025,3,2024-05-08,2024-06-20,Filled,40,14,3,1,1,43,Job Board
R500394,7,1034,4,2024-06-06,2024-06-16,Filled,53,20,6,1,1,10,Career Fair
R500395,10,1049,4,2024-05-05,2024-06-25,Filled,66,23,8,1,1,51,Recruiting Agency
R500396,1,1001,2,2024-06-04,2024-07-18,Filled,72,26,11,2,1,44,Job Board
R500397,1,1002,1,2024-07-10,2024-07-25,Filled,63,29,10,3,1,15,University Recruiting
R500398,1,1000,2,2024-07-01,2024-07-22,Filled,35,15,3,1,1,21,Employee Referral
R500399,2,1009,1,2024-07-03,2024-07-13,Filled,103,52,16,3,1,10,University Recruiting
R500400,3,1013,1,2024-05-17,2024-07-11,Filled,15,6,1,1,1,55,Company Website
R500401,3,1014,1,2024-06-26,2024-07-28,Filled,40,15,5,1,1,32,Recruiting Agency
R500402,3,1013,2,2024-06-04,2024-07-16,Filled,72,38,17,3,1,42,Job Board
R500403,5,1027,5,2024-05-28,2024-07-16,Filled,92,43,16,4,1,49,Recruiting Agency
R500404,5,1025,4,2024-05-19,2024-07-01,Filled,49,24,7,1,1,43,Company Website
R500405,8,1043,1,2024-05-25,2024-07-04,Filled,52,23,9,1,1,40,Recruiting Agency
R500406,10,1053,3,2024-06-13,2024-07-19,Filled,31,13,4,1,1,36,Career Fair
R500407,10,1053,5,2024-06-19,2024-07-04,Filled,79,32,8,1,1,15,Employee Referral
R500408,1,1001,1,2024-06-28,2024-08-04,Filled,23,12,4,1,1,37,Career Fair
R500409,1,1000,4,2024-07-07,2024-08-05,Filled,27,10,2,1,1,29,Employee Referral
R500410,1,1001,5,2024-07-12,2024-08-04,Filled,40,14,5,1,1,23,Job Board
R500411,3,1017,5,2024-07-07,2024-08-16,Filled,26,10,3,1,1,40,LinkedIn
R500412,3,1016,4,2024-07-16,2024-08-08,Filled,62,32,13,4,1,23,University Recruiting
R500413,3,1013,2,2024-07-07,2024-08-27,Filled,55,22,6,1,1,51,Career Fair
R500414,5,1024,1,2024-07-28,2024-08-16,Filled,60,25,6,1,1,19,Recruiting Agency
R500415,5,1027,3,2024-06-30,2024-08-07,Filled,56,24,8,1,1,38,Recruiting Agency
R500416,8,1040,5,2024-07-22,2024-08-16,Filled,24,12,3,1,1,25,Recruiting Agency
R500417,1,1002,1,2024-07-30,2024-09-12,Filled,31,12,5,1,1,44,Company Website
R500418,1,1000,1,2024-08-11,2024-09-17,Filled,65,24,10,1,1,37,Company Website
R500419,1,1004,5,2024-07-26,2024-09-07,Filled,68,30,11,3,1,43,Career Fair
R500420,2,1012,3,2024-08-11,2024-09-16,Filled,53,22,9,1,1,36,LinkedIn
R500421,3,1017,2,2024-08-01,2024-09-10,Filled,72,38,17,5,1,40,LinkedIn
R500422,3,1018,5,2024-09-07,2024-09-17,Filled,76,38,14,4,1,10,Recruiting Agency
R500423,3,1015,5,2024-08-19,2024-09-04,Filled,42,21,6,1,1,16,Employee Referral
R500424,3,1018,2,2024-08-10,2024-09-10,Filled,23,9,3,1,1,31,Company Website
R500425,3,1014,5,2024-08-12,2024-09-18,Filled,43,21,6,1,1,37,Employee Referral
R500426,4,1023,1,2024-08-11,2024-09-18,Filled,34,12,3,1,1,38,Job Board
R500427,5,1025,5,2024-08-26,2024-09-25,Filled,33,12,3,1,1,30,Employee Referral
R500428,5,1024,5,2024-08-04,2024-09-09,Filled,57,31,12,4,1,36,LinkedIn
R500429,5,1027,5,2024-09-11,2024-09-21,Filled,60,22,8,2,1,10,Company Website
R500430,6,1030,4,2024-08-24,2024-09-24,Filled,18,9,2,1,1,31,University Recruiting
R500431,7,1039,4,2024-08-11,2024-09-19,Filled,59,23,9,1,1,39,University Recruiting
R500432,1,1001,2,2024-09-25,2024-10-07,Filled,80,39,10,2,1,12,University Recruiting
R500433,3,1014,4,2024-10-10,2024-10-25,Filled,55,24,8,2,1,15,Career Fair
R500434,5,1024,1,2024-08-17,2024-10-12,Filled,40,20,5,1,1,56,LinkedIn
R500435,5,1024,3,2024-08-27,2024-10-03,Filled,39,18,4,1,1,37,University Recruiting
R500436,8,1041,2,2024-09-07,2024-10-20,Filled,16,5,1,1,1,43,Job Board
R500437,2,1012,5,2024-10-05,2024-11-11,Filled,41,15,3,1,1,37,Job Board
R500438,2,1008,3,2024-10-01,2024-11-15,Filled,81,29,11,2,1,45,Company Website
R500439,3,1013,5,2024-10-08,2024-11-11,Filled,46,23,9,2,1,34,Recruiting Agency
R500440,3,1013,6,2024-10-12,2024-11-28,Filled,45,23,7,1,1,47,Job Board
R500441,3,1014,1,2024-10-18,2024-11-06,Filled,79,38,12,3,1,19,Job Board
R500442,5,1027,1,2024-09-20,2024-11-05,Filled,48,21,7,1,1,46,Recruiting Agency
R500443,5,1024,1,2024-10-17,2024-11-13,Filled,49,22,9,2,1,27,Job Board
R500444,10,1049,1,2024-10-08,2024-11-08,Filled,59,22,6,2,1,31,Employee Referral
R500445,10,1049,2,2024-10-04,2024-11-04,Filled,67,24,8,2,1,31,LinkedIn
R500446,1,1007,5,2024-11-20,2024-12-28,Filled,83,34,8,2,1,38,LinkedIn
R500447,1,1000,5,2024-11-18,2024-12-01,Filled,49,22,9,1,1,13,Job Board
R500448,2,1008,1,2024-10-25,2024-12-25,Filled,80,35,12,3,1,61,Recruiting Agency
R500449,3,1015,5,2024-11-05,2024-12-15,Filled,42,21,8,1,1,40,Job Board
R500450,3,1015,1,2024-11-25,2024-12-19,Filled,85,32,13,2,1,24,Company Website
R500451,5,1027,1,2024-11-10,2024-12-21,Filled,66,35,14,2,1,41,Employee Referral
R500452,5,1024,6,2024-11-09,2024-12-22,Filled,66,34,11,2,1,43,LinkedIn
R500453,5,1024,4,2024-11-14,2024-12-07,Filled,33,17,6,1,1,23,Recruiting Agency
R500454,7,1035,5,2024-11-10,2024-12-01,Filled,41,18,7,1,1,21,Company Website
R500455,8,1041,1,2024-11-15,2024-12-16,Filled,42,18,5,1,1,31,Employee Referral
R500456,10,1050,3,2024-11-19,2024-12-27,Filled,24,11,3,1,1,38,Job Board
R500457,1,1004,4,2024-12-09,2025-01-16,Filled,47,21,8,1,1,38,Career Fair
R500458,1,1005,1,2024-12-25,2025-01-04,Filled,44,17,7,1,1,10,Career Fair
R500459,1,1001,6,2024-12-19,2025-01-17,Filled,79,33,14,2,1,29,Company Website
R500460,1,1004,1,2024-12-26,2025-01-24,Filled,46,17,5,1,1,29,Recruiting Agency
R500461,2,1012,4,2024-11-25,2025-01-04,Filled,70,28,9,2,1,40,University Recruiting
R500462,2,1010,5,2024-12-12,2025-01-16,Filled,69,25,10,3,1,35,University Recruiting
R500463,3,1013,1,2024-12-04,2025-01-17,Filled,76,31,13,3,1,44,Company Website
R500464,3,1017,3,2024-11-28,2025-01-07,Filled,27,10,4,1,1,40,Company Website
R500465,3,1015,1,2024-12-09,2025-01-04,Filled,36,12,3,1,1,26,Job Board
R500466,3,1014,5,2024-11-24,2025-01-02,Filled,55,29,9,2,1,39,Employee Referral
R500467,5,1024,1,2024-12-31,2025-01-21,Filled,66,29,10,2,1,21,University Recruiting
R500468,5,1024,1,2024-12-22,2025-01-26,Filled,58,22,7,1,1,35,Company Website
R500469,5,1024,5,2024-12-07,2025-01-06,Filled,58,20,5,1,1,30,Employee Referral
R500470,5,1027,2,2024-11-08,2025-01-04,Filled,77,28,12,2,1,57,Job Board
R500471,6,1030,5,2024-11-06,2025-01-09,Filled,46,24,7,1,1,64,Company Website
R500472,7,1034,5,2024-12-05,2025-01-04,Filled,49,25,10,3,1,30,LinkedIn
R500473,7,1036,5,2024-12-17,2025-01-22,Filled,80,31,12,2,1,36,Job Board
R500474,10,1053,5,2024-11-29,2025-01-15,Filled,36,16,4,1,1,47,Career Fair
R500475,1,1000,3,2025-02-15,2025-02-25,Filled,74,32,11,3,1,10,University Recruiting
R500476,1,1002,4,2025-01-06,2025-02-15,Filled,59,27,11,3,1,40,University Recruiting
R500477,2,1009,5,2025-01-10,2025-02-13,Filled,66,34,10,2,1,34,Job Board
R500478,3,1016,5,2024-12-28,2025-02-20,Filled,43,21,8,2,1,54,Job Board
R500479,3,1015,3,2025-01-16,2025-02-12,Filled,40,14,5,1,1,27,Job Board
R500480,3,1013,3,2024-12-23,2025-02-18,Filled,28,10,3,1,1,57,LinkedIn
R500481,4,1019,5,2025-01-24,2025-02-08,Filled,70,28,12,2,1,15,University Recruiting
R500482,5,1025,1,2024-12-04,2025-02-12,Filled,43,21,7,1,1,70,Recruiting Agency
R500483,5,1024,6,2025-01-05,2025-02-03,Filled,33,15,5,1,1,29,LinkedIn
R500484,5,1027,4,2024-12-25,2025-02-10,Filled,55,22,7,1,1,47,Company Website
R500485,6,1029,3,2025-01-25,2025-02-21,Filled,41,20,8,2,1,27,Company Website
R500486,6,1032,6,2025-01-05,2025-02-26,Filled,35,14,4,1,1,52,Career Fair
R500487,10,1051,1,2025-01-13,2025-02-21,Filled,61,24,9,1,1,39,Employee Referral
R500488,10,1053,1,2025-01-10,2025-02-01,Filled,95,50,18,5,1,22,Career Fair
R500489,3,1013,4,2025-02-20,2025-03-21,Filled,55,20,8,1,1,29,Career Fair
R500490,3,1016,1,2025-02-03,2025-03-14,Filled,47,22,5,1,1,39,LinkedIn
R500491,3,1018,3,2025-02-09,2025-03-11,Filled,27,10,2,1,1,30,Employee Referral
R500492,4,1021,2,2025-02-06,2025-03-08,Filled,26,12,3,1,1,30,LinkedIn
R500493,5,1027,5,2025-02-06,2025-03-15,Filled,60,29,12,1,1,37,Job Board
R500494,5,1026,4,2025-02-06,2025-03-06,Filled,57,23,6,2,1,28,Recruiting Agency
R500495,6,1029,1,2025-02-27,2025-03-28,Filled,69,37,10,2,1,29,Career Fair
R500496,8,1041,4,2025-01-31,2025-03-15,Filled,21,8,2,1,1,43,Company Website
R500497,10,1049,5,2025-02-02,2025-03-01,Filled,59,26,6,1,1,27,Career Fair
R500498,1,1003,1,2025-03-16,2025-04-11,Filled,39,20,5,1,1,26,Employee Referral
R500499,1,1002,1,2025-03-01,2025-04-08,Filled,49,25,6,1,1,38,Employee Referral
R500500,2,1012,1,2025-03-14,2025-04-27,Filled,27,14,4,1,1,44,Recruiting Agency
R500501,3,1014,1,2025-03-09,2025-04-26,Filled,34,17,5,1,1,48,Career Fair
R500502,3,1015,1,2025-03-14,2025-04-26,Filled,36,15,5,1,1,43,Job Board
R500503,4,1019,1,2025-03-29,2025-04-15,Filled,19,10,4,1,1,17,Employee Referral
R500504,5,1025,5,2025-02-25,2025-04-16,Filled,37,19,5,1,1,50,Company Website
R500505,5,1025,4,2025-04-06,2025-04-21,Filled,29,10,2,1,1,15,Career Fair
R500506,1,1000,5,2025-03-24,2025-05-03,Filled,58,27,10,2,1,40,Employee Referral
R500507,1,1000,4,2025-04-21,2025-05-22,Filled,15,7,1,1,1,31,LinkedIn
R500508,2,1012,2,2025-04-08,2025-05-16,Filled,63,23,9,1,1,38,Career Fair
R500509,3,1016,3,2025-03-31,2025-05-09,Filled,40,14,5,1,1,39,Company Website
R500510,3,1016,1,2025-04-07,2025-05-19,Filled,66,33,11,3,1,42,Employee Referral
R500511,3,1018,1,2025-04-21,2025-05-12,Filled,56,29,9,2,1,21,Career Fair
R500512,3,1017,1,2025-03-18,2025-05-10,Filled,23,10,3,1,1,53,University Recruiting
R500513,3,1015,6,2025-04-20,2025-05-19,Filled,46,20,7,1,1,29,Employee Referral
R500514,5,1024,2,2025-04-10,2025-05-14,Filled,48,22,6,1,1,34,LinkedIn
R500515,5,1027,4,2025-05-10,2025-05-26,Filled,33,14,3,1,1,16,Company Website
R500516,7,1036,1,2025-04-19,2025-05-25,Filled,60,26,7,1,1,36,University Recruiting
R500517,10,1049,5,2025-04-06,2025-05-05,Filled,34,15,4,1,1,29,LinkedIn
R500518,1,1007,5,2025-05-06,2025-06-25,Filled,35,14,5,1,1,50,University Recruiting
R500519,1,1005,3,2025-05-07,2025-06-13,Filled,41,19,6,1,1,37,Recruiting Agency
R500520,3,1013,5,2025-04-23,2025-06-02,Filled,63,23,6,1,1,40,University Recruiting
R500521,3,1013,5,2025-04-28,2025-06-01,Filled,71,32,13,2,1,34,Employee Referral
R500522,5,1025,4,2025-05-16,2025-06-17,Filled,61,23,7,1,1,32,Employee Referral
R500523,5,1026,4,2025-05-08,2025-06-11,Filled,35,19,7,2,1,34,LinkedIn
R500524,9,1046,3,2025-05-17,2025-06-06,Filled,19,10,3,1,1,20,Career Fair
R500525,1,1001,4,2025-06-12,2025-07-12,Filled,49,18,7,2,1,30,Recruiting Agency
R500526,3,1018,2,2025-06-18,2025-07-17,Filled,40,19,5,1,1,29,University Recruiting
R500527,3,1013,3,2025-06-20,2025-07-06,Filled,51,24,6,1,1,16,LinkedIn
R500528,4,1020,4,2025-06-16,2025-07-13,Filled,62,23,8,2,1,27,LinkedIn
R500529,4,1021,5,2025-06-26,2025-07-27,Filled,8,2,0,1,1,31,University Recruiting
R500530,5,1028,1,2025-07-07,2025-07-21,Filled,81,29,10,2,1,14,University Recruiting
R500531,10,1049,5,2025-06-22,2025-07-02,Filled,81,38,9,1,1,10,Employee Referral
R500532,1,1002,5,2025-07-08,2025-08-09,Filled,67,30,7,1,1,32,Recruiting Agency
R500533,1,1004,3,2025-06-25,2025-08-03,Filled,62,29,7,2,1,39,Career Fair
R500534,2,1011,1,2025-07-18,2025-08-23,Filled,39,17,4,1,1,36,Employee Referral
R500535,3,1018,1,2025-07-25,2025-08-21,Filled,38,13,4,1,1,27,Career Fair
R500536,3,1014,4,2025-07-18,2025-08-17,Filled,78,31,8,2,1,30,Recruiting Agency
R500537,4,1022,4,2025-07-24,2025-08-14,Filled,24,8,2,1,1,21,Career Fair
R500538,4,1022,1,2025-07-18,2025-08-03,Filled,57,25,6,1,1,16,University Recruiting
R500539,5,1024,4,2025-07-11,2025-08-14,Filled,8,3,1,1,1,34,University Recruiting
R500540,5,1026,2,2025-07-16,2025-08-19,Filled,35,17,7,1,1,34,Employee Referral
R500541,6,1029,1,2025-07-30,2025-08-19,Filled,42,21,6,1,1,20,Job Board
R500542,10,1049,2,2025-07-19,2025-08-24,Filled,16,6,1,1,1,36,LinkedIn
R500543,1,1002,1,2025-07-28,2025-09-06,Filled,82,44,12,2,1,40,LinkedIn
R500544,1,1001,1,2025-08-18,2025-09-20,Filled,21,8,3,1,1,33,Company Website
R500545,1,1002,4,2025-09-04,2025-09-28,Filled,39,18,7,2,1,24,University Recruiting
R500546,2,1010,2,2025-08-18,2025-09-16,Filled,82,38,14,4,1,29,University Recruiting
R500547,2,1008,3,2025-08-02,2025-09-03,Filled,54,27,12,4,1,32,Company Website
R500548,3,1016,1,2025-07-30,2025-09-02,Filled,49,19,8,1,1,34,Career Fair
R500549,3,1014,5,2025-08-09,2025-09-15,Filled,77,41,11,2,1,37,Job Board
R500550,4,1022,3,2025-09-11,2025-09-28,Filled,61,25,6,1,1,17,LinkedIn
R500551,4,1022,1,2025-08-11,2025-09-12,Filled,35,12,4,1,1,32,University Recruiting
R500552,5,1024,1,2025-08-16,2025-09-09,Filled,67,28,11,3,1,24,University Recruiting
R500553,5,1025,5,2025-08-26,2025-09-05,Filled,79,28,7,1,1,10,Company Website
R500554,5,1024,2,2025-08-09,2025-09-10,Filled,36,16,6,1,1,32,Job Board
R500555,6,1033,1,2025-08-09,2025-09-13,Filled,18,9,3,1,1,35,Career Fair
R500556,6,1029,5,2025-08-04,2025-09-04,Filled,86,31,9,1,1,31,Job Board
R500557,7,1035,2,2025-07-17,2025-09-08,Filled,68,36,16,3,1,53,Recruiting Agency
R500558,9,1046,1,2025-08-10,2025-09-17,Filled,29,13,3,1,1,38,Career Fair
R500559,10,1052,1,2025-08-16,2025-09-19,Filled,44,21,6,2,1,34,Career Fair
R500560,1,1003,2,2025-09-20,2025-10-27,Filled,33,13,4,1,1,37,Employee Referral
R500561,1,1000,4,2025-09-23,2025-10-22,Filled,48,22,6,1,1,29,Job Board
R500562,3,1014,4,2025-08-09,2025-10-02,Filled,9,4,1,1,1,54,Job Board
R500563,4,1023,4,2025-09-04,2025-10-25,Filled,79,42,15,4,1,51,LinkedIn
R500564,4,1019,1,2025-09-25,2025-10-20,Filled,68,32,14,3,1,25,Company Website
R500565,5,1027,1,2025-08-29,2025-10-08,Filled,18,7,2,1,1,40,Career Fair
R500566,5,1024,1,2025-08-25,2025-10-16,Filled,52,22,8,1,1,52,Job Board
R500567,7,1034,1,2025-08-31,2025-10-01,Filled,53,22,7,1,1,31,Job Board
R500568,1,1006,2,2025-10-22,2025-11-25,Filled,41,22,7,2,1,34,University Recruiting
R500569,3,1014,1,2025-10-14,2025-11-28,Filled,33,15,6,1,1,45,Job Board
R500570,3,1014,1,2025-10-26,2025-11-27,Filled,9,4,1,1,1,32,Career Fair
R500571,4,1019,1,2025-11-04,2025-11-23,Filled,50,25,8,1,1,19,LinkedIn
R500572,4,1023,5,2025-10-14,2025-11-23,Filled,47,21,6,2,1,40,Career Fair
R500573,5,1026,1,2025-11-02,2025-11-25,Filled,94,38,14,4,1,23,Job Board
R500574,5,1024,2,2025-11-01,2025-11-20,Filled,73,35,9,3,1,19,Recruiting Agency
R500575,8,1040,5,2025-10-23,2025-11-23,Filled,59,23,6,1,1,31,Company Website
R500576,9,1047,1,2025-10-12,2025-11-04,Filled,15,6,2,1,1,23,Company Website
R500577,1,1004,6,2025-12-06,2025-12-16,Filled,34,14,4,1,1,10,Company Website
R500578,3,1016,4,2025-11-19,2025-12-19,Filled,9,3,1,1,1,30,Recruiting Agency
R500579,3,1014,6,2025-11-16,2025-12-21,Filled,93,40,15,2,1,35,University Recruiting
R500580,3,1018,5,2025-11-13,2025-12-27,Filled,22,11,2,1,1,44,Company Website
R500581,3,1016,3,2025-10-25,2025-12-01,Filled,44,21,7,2,1,37,LinkedIn
R500582,4,1019,5,2025-11-15,2025-12-24,Filled,59,31,12,2,1,39,Company Website
