TerminationID,EmployeeID,TerminationDate,DepartmentKey,JobKey,LocationKey,TerminationType,TerminationReason,TenureMonthsAtExit,RegrettedLoss
355,E100900,2024-08-04,1,1006,1,Involuntary,Performance,13.2,False
356,E100792,2024-08-16,3,1013,4,Involuntary,Performance,25.4,False
357,E100890,2024-08-11,3,1015,4,Involuntary,Policy Violation,15.3,False
358,E101042,2024-08-28,3,1013,2,Voluntary,Better Opportunity,1.4,True
359,E100407,2024-08-22,5,1024,1,Voluntary,Better Opportunity,48.6,True
360,E100232,2024-09-15,3,1017,5,Involuntary,Performance,134.2,False
361,E100271,2024-09-19,3,1015,2,Voluntary,Better Opportunity,63.6,False
362,E101029,2024-09-11,3,1013,1,Voluntary,Better Opportunity,2.6,True
363,E100424,2024-09-18,5,1027,5,Involuntary,Position Eliminated,54.1,False
364,E101043,2024-09-11,5,1027,5,Voluntary,Relocation,1.9,False
365,E100728,2024-09-23,6,1032,1,Voluntary,Return to Education,33.7,True
366,E100542,2024-09-03,8,1043,4,Voluntary,Return to Education,51.1,False
367,E100163,2024-10-02,2,1010,4,Voluntary,Compensation,85.8,True
368,E100260,2024-10-26,3,1015,1,Involuntary,Restructuring,52.6,False
369,E100398,2024-10-25,5,1028,4,Voluntary,Compensation,119.8,True
370,E100715,2024-10-23,5,1025,4,Voluntary,Did Not Return from Leave,35.2,False
371,E100912,2024-10-16,5,1025,1,Voluntary,Compensation,15.8,False
372,E101019,2024-10-12,5,1024,4,Involuntary,Restructuring,4.7,False
373,E100527,2024-10-09,7,1034,4,Voluntary,Did Not Return from Leave,104.9,False
374,E100538,2024-10-21,7,1037,1,Involuntary,Performance,57.5,False
375,E100984,2024-10-16,7,1039,2,Involuntary,Position Eliminated,9.2,False
376,E100631,2024-10-23,10,1053,5,Involuntary,Restructuring,50.3,False
377,E100146,2024-11-24,2,1009,1,Involuntary,Performance,140.4,False
378,E100149,2024-11-09,2,1008,4,Involuntary,Restructuring,62.7,False
379,E100241,2024-11-09,3,1018,2,Involuntary,Restructuring,61.3,False
380,E100277,2024-11-20,3,1013,5,Voluntary,Relocation,72.2,True
381,E100457,2024-11-05,5,1026,5,Involuntary,Position Eliminated,95.9,False
382,E100458,2024-11-15,5,1025,5,Voluntary,Better Opportunity,76.0,True
383,E100602,2024-11-04,10,1053,5,Voluntary,Did Not Return from Leave,53.1,False
384,E100633,2024-11-26,10,1049,3,Voluntary,Compensation,130.3,True
385,E100823,2024-11-10,10,1053,4,Involuntary,Performance,26.1,False
386,E100004,2024-12-27,1,1007,5,Voluntary,Personal Reasons,126.3,False
387,E100049,2024-12-07,1,1001,1,Involuntary,Position Eliminated,61.3,False
388,E101036,2024-12-05,1,1001,2,Voluntary,Personal Reasons,4.6,False
389,E100155,2024-12-21,2,1012,6,Voluntary,Retirement,51.4,False
390,E100181,2024-12-24,2,1010,2,Involuntary,Policy Violation,56.1,False
391,E100191,2024-12-01,3,1018,3,Voluntary,Return to Education,63.4,False
392,E100807,2024-12-07,3,1015,5,Voluntary,Personal Reasons,27.8,False
393,E100852,2024-12-04,3,1018,5,Voluntary,Career Change,22.2,True
394,E100879,2024-12-13,3,1014,2,Involuntary,Restructuring,20.4,False
395,E101053,2024-12-14,3,1013,2,Voluntary,Career Change,3.6,False
396,E100403,2024-12-21,5,1024,1,Voluntary,Did Not Return from Leave,70.0,False
397,E100797,2024-12-25,5,1024,1,Involuntary,Position Eliminated,29.2,False
398,E100918,2024-12-08,5,1027,1,Voluntary,Compensation,16.4,True
399,E100533,2024-12-21,7,1037,1,Voluntary,Return to Education,74.1,False
400,E100601,2024-12-26,10,1049,1,Voluntary,Retirement,64.8,False
401,E100060,2025-01-07,1,1001,2,Voluntary,Relocation,51.8,False
402,E100081,2025-01-05,1,1001,1,Voluntary,Did Not Return from Leave,48.9,False
403,E100212,2025-01-24,3,1013,2,Involuntary,Performance,74.1,False
404,E100804,2025-01-21,3,1013,3,Voluntary,Relocation,29.4,False
405,E100355,2025-01-18,4,1021,6,Involuntary,Restructuring,53.2,False
406,E101044,2025-01-17,5,1025,4,Voluntary,Return to Education,6.6,False
407,E101054,2025-01-28,5,1024,1,Voluntary,Return to Education,5.4,True
408,E101067,2025-01-07,5,1025,5,Voluntary,Personal Reasons,3.4,True
409,E100997,2025-01-19,6,1029,2,Voluntary,Did Not Return from Leave,11.1,True
410,E100990,2025-02-22,3,1013,5,Voluntary,Compensation,12.3,True
411,E100309,2025-02-22,4,1020,5,Voluntary,Compensation,56.1,False
412,E100350,2025-02-04,4,1020,1,Involuntary,Policy Violation,141.4,False
413,E100795,2025-02-01,4,1019,3,Voluntary,Did Not Return from Leave,30.3,False
414,E100397,2025-02-07,5,1024,4,Voluntary,Compensation,69.7,False
415,E100617,2025-02-14,10,1051,4,Voluntary,Return to Education,102.2,True
416,E101008,2025-02-24,10,1050,4,Involuntary,Position Eliminated,11.0,False
417,E100840,2025-03-26,2,1008,3,Voluntary,Did Not Return from Leave,27.6,False
418,E100200,2025-03-22,3,1015,4,Voluntary,Compensation,98.5,False
419,E100233,2025-03-06,3,1017,5,Voluntary,Did Not Return from Leave,78.4,False
420,E100961,2025-03-08,3,1013,6,Voluntary,Did Not Return from Leave,15.9,True
421,E101063,2025-03-14,3,1015,5,Involuntary,Restructuring,6.3,False
422,E100942,2025-03-06,4,1022,5,Involuntary,Policy Violation,17.4,False
423,E100700,2025-03-24,5,1027,1,Voluntary,Career Change,42.1,False
424,E101123,2025-03-27,5,1024,6,Involuntary,Policy Violation,1.7,False
425,E100548,2025-03-09,8,1040,2,Voluntary,Did Not Return from Leave,109.0,False
426,E100913,2025-03-02,10,1049,2,Involuntary,Policy Violation,20.9,False
427,E100732,2025-04-23,1,1007,6,Voluntary,Compensation,39.1,False
428,E101088,2025-04-26,2,1008,1,Voluntary,Career Change,4.0,True
429,E100246,2025-04-11,3,1014,1,Involuntary,Policy Violation,60.2,False
430,E100968,2025-04-12,3,1013,5,Voluntary,Better Opportunity,16.2,False
431,E101131,2025-04-18,3,1018,3,Voluntary,Return to Education,1.2,False
432,E100979,2025-04-02,4,1019,4,Voluntary,Did Not Return from Leave,14.1,True
433,E101082,2025-04-22,5,1027,1,Voluntary,Relocation,5.5,False
434,E100566,2025-04-15,9,1047,1,Voluntary,Did Not Return from Leave,88.7,False
435,E101097,2025-05-04,1,1004,4,Voluntary,Retirement,3.5,False
436,E100166,2025-05-03,2,1011,5,Voluntary,Career Change,54.7,True
437,E100214,2025-05-09,3,1015,1,Voluntary,Did Not Return from Leave,52.2,False
438,E100881,2025-05-14,3,1013,2,Voluntary,Relocation,24.9,True
439,E101014,2025-05-15,3,1013,1,Involuntary,Policy Violation,12.1,False
440,E101105,2025-05-21,3,1015,1,Voluntary,Compensation,4.5,True
441,E100406,2025-05-13,5,1024,3,Voluntary,Relocation,53.5,False
442,E100724,2025-05-16,5,1024,1,Voluntary,Did Not Return from Leave,41.0,True
443,E100772,2025-05-25,5,1028,5,Voluntary,Retirement,37.4,False
444,E100943,2025-05-23,5,1024,2,Voluntary,Return to Education,20.2,False
445,E100539,2025-05-05,8,1042,5,Voluntary,Return to Education,94.1,False
446,E100787,2025-05-17,9,1046,5,Voluntary,Did Not Return from Leave,34.8,False
447,E100837,2025-05-18,10,1049,1,Involuntary,Policy Violation,30.0,False
448,E100931,2025-06-13,1,1006,5,Voluntary,Retirement,21.3,True
449,E100974,2025-06-20,1,1006,5,Voluntary,Career Change,17.0,False
450,E100720,2025-06-15,3,1017,5,Voluntary,Personal Reasons,42.0,False
451,E100467,2025-06-04,5,1027,1,Voluntary,Relocation,58.8,True
452,E100499,2025-06-03,6,1030,2,Voluntary,Did Not Return from Leave,136.8,False
453,E100820,2025-06-06,6,1030,1,Voluntary,Did Not Return from Leave,32.9,True
454,E100510,2025-06-17,7,1037,3,Voluntary,Better Opportunity,76.2,False
455,E100104,2025-07-08,1,1006,4,Voluntary,Did Not Return from Leave,109.8,False
456,E100264,2025-07-22,3,1018,6,Voluntary,Relocation,66.1,False
457,E100739,2025-07-23,3,1016,5,Voluntary,Return to Education,42.4,False
458,E100902,2025-07-18,3,1013,2,Involuntary,Position Eliminated,24.9,False
459,E101143,2025-07-28,4,1019,1,Involuntary,Policy Violation,3.4,False
460,E101107,2025-07-13,5,1024,1,Involuntary,Performance,5.7,False
461,E101124,2025-07-20,5,1027,4,Voluntary,Career Change,5.3,False
462,E100498,2025-07-28,6,1031,2,Involuntary,Position Eliminated,77.9,False
463,E100156,2025-08-08,2,1008,1,Voluntary,Retirement,57.0,False
464,E100189,2025-08-23,3,1016,1,Voluntary,Return to Education,99.0,True
465,E100315,2025-08-08,4,1021,1,Voluntary,Career Change,65.1,True
466,E100339,2025-08-24,4,1019,5,Voluntary,Relocation,62.8,False
467,E100348,2025-08-16,4,1019,1,Involuntary,Restructuring,70.5,False
468,E100940,2025-08-22,4,1022,5,Voluntary,Retirement,23.3,False
469,E101168,2025-08-01,4,1020,4,Involuntary,Position Eliminated,0.6,False
470,E100416,2025-08-18,5,1026,3,Voluntary,Personal Reasons,69.8,False
471,E100930,2025-08-25,6,1031,4,Voluntary,Career Change,24.1,True
472,E100709,2025-08-15,7,1037,1,Voluntary,Return to Education,45.6,False
473,E100106,2025-09-23,1,1004,6,Involuntary,Performance,65.6,False
474,E100773,2025-09-04,1,1004,2,Voluntary,Relocation,39.6,False
475,E100178,2025-09-07,2,1012,3,Involuntary,Position Eliminated,88.6,False
476,E100382,2025-09-13,5,1026,4,Voluntary,Return to Education,62.8,False
477,E100995,2025-09-06,5,1024,3,Voluntary,Personal Reasons,18.6,False
478,E100704,2025-09-01,7,1038,2,Voluntary,Career Change,47.6,True
479,E100970,2025-09-19,9,1046,1,Voluntary,Career Change,21.6,True
480,E100751,2025-09-19,10,1049,5,Voluntary,Did Not Return from Leave,44.1,False
481,E100898,2025-09-08,10,1052,1,Voluntary,Relocation,28.3,False
482,E100951,2025-10-11,1,1001,6,Voluntary,Return to Education,24.2,True
483,E101000,2025-10-12,1,1007,1,Voluntary,Retirement,19.0,True
484,E100307,2025-10-19,3,1016,1,Voluntary,Return to Education,83.1,True
485,E100335,2025-10-21,4,1022,5,Involuntary,Position Eliminated,99.1,False
486,E100464,2025-10-20,5,1028,2,Involuntary,Restructuring,109.1,False
487,E101122,2025-10-25,5,1025,1,Voluntary,Relocation,8.4,False
488,E101179,2025-10-04,5,1024,4,Voluntary,Career Change,1.7,False
489,E101070,2025-10-15,6,1030,4,Voluntary,Did Not Return from Leave,12.7,False
490,E100885,2025-10-06,10,1052,2,Voluntary,Did Not Return from Leave,30.0,False
491,E100237,2025-11-01,3,1014,4,Voluntary,Compensation,76.4,True
492,E101065,2025-11-06,3,1014,5,Voluntary,Personal Reasons,13.6,False
493,E100359,2025-11-04,4,1023,5,Voluntary,Did Not Return from Leave,115.4,False
494,E100941,2025-11-22,4,1019,3,Voluntary,Return to Education,26.3,False
495,E100895,2025-11-06,5,1027,5,Voluntary,Did Not Return from Leave,30.2,True
496,E100981,2025-11-17,5,1025,2,Involuntary,Position Eliminated,22.2,False
497,E101164,2025-11-08,9,1046,3,Voluntary,Career Change,5.1,False
498,E100249,2025-12-22,3,1017,1,Involuntary,Policy Violation,98.5,False
499,E100655,2025-12-26,3,1014,4,Voluntary,Compensation,56.2,True
500,E100892,2025-12-27,3,1013,1,Involuntary,Policy Violation,31.3,False
501,E100993,2025-12-13,3,1013,6,Voluntary,Return to Education,22.0,True
502,E101030,2025-12-19,3,1018,1,Voluntary,Better Opportunity,18.6,False
503,E101119,2025-12-26,3,1015,3,Voluntary,Return to Education,10.4,False
504,E101121,2025-12-02,4,1019,5,Involuntary,Performance,9.8,False
505,E100373,2025-12-24,5,1028,1,Voluntary,Retirement,62.0,True
506,E100785,2025-12-03,5,1027,1,Voluntary,Compensation,41.7,True
507,E101055,2025-12-24,5,1027,3,Voluntary,Better Opportunity,16.6,False
508,E100564,2025-12-10,9,1044,6,Voluntary,Retirement,61.5,False
509,E100780,2026-01-24,1,1005,4,Voluntary,Career Change,43.7,False
510,E100207,2026-01-11,3,1018,4,Voluntary,Did Not Return from Leave,62.9,False
511,E100977,2026-01-19,3,1018,1,Voluntary,Did Not Return from Leave,24.0,True
512,E101003,2026-01-07,3,1013,5,Voluntary,Retirement,21.6,False
513,E100944,2026-01-24,5,1024,2,Voluntary,Compensation,27.9,False
514,E100945,2026-01-11,5,1028,2,Voluntary,Relocation,27.7,True
515,E100500,2026-01-09,6,1030,2,Voluntary,Career Change,73.1,False
516,E100504,2026-01-22,7,1039,6,Voluntary,Did Not Return from Leave,73.8,False
517,E100053,2026-02-19,1,1006,2,Voluntary,Did Not Return from Leave,80.6,True
518,E100959,2026-02-22,1,1007,5,Voluntary,Personal Reasons,26.9,False
519,E100684,2026-02-09,2,1010,6,Voluntary,Better Opportunity,53.9,False
520,E101060,2026-02-09,2,1012,3,Voluntary,Better Opportunity,16.8,True
521,E100850,2026-02-04,3,1013,2,Voluntary,Did Not Return from Leave,36.4,False
522,E100905,2026-02-20,3,1015,1,Voluntary,Did Not Return from Leave,31.9,True
523,E100936,2026-02-28,3,1018,4,Voluntary,Did Not Return from Leave,29.6,False
524,E100978,2026-02-21,3,1015,4,Voluntary,Return to Education,25.2,False
525,E101040,2026-02-26,3,1013,1,Voluntary,Compensation,19.5,True
526,E101073,2026-02-19,3,1014,4,Involuntary,Policy Violation,15.8,False
527,E101190,2026-02-27,4,1022,3,Involuntary,Position Eliminated,5.0,False
528,E100445,2026-02-23,5,1027,1,Voluntary,Personal Reasons,66.6,True
529,E100006,2026-03-11,1,1005,6,Involuntary,Restructuring,121.7,False
530,E100976,2026-03-28,3,1015,1,Voluntary,Career Change,26.6,False
531,E100357,2026-03-23,4,1020,2,Voluntary,Better Opportunity,65.6,False
532,E100744,2026-03-04,4,1021,4,Voluntary,Did Not Return from Leave,49.5,False
533,E101068,2026-03-04,5,1024,5,Involuntary,Position Eliminated,17.8,False
534,E100540,2026-03-26,8,1040,5,Involuntary,Performance,69.8,False
535,E100228,2026-04-25,3,1016,5,Involuntary,Restructuring,150.1,False
536,E100248,2026-04-03,3,1016,2,Voluntary,Retirement,82.3,True
537,E100670,2026-04-28,3,1016,1,Voluntary,Better Opportunity,58.5,False
538,E100687,2026-04-17,3,1013,5,Voluntary,Return to Education,56.3,False
539,E101149,2026-04-16,3,1016,3,Voluntary,Did Not Return from Leave,11.2,False
540,E100605,2026-04-20,10,1051,4,Voluntary,Return to Education,74.3,False
541,E100640,2026-04-24,10,1050,5,Voluntary,Did Not Return from Leave,80.7,False
542,E100740,2026-05-14,3,1018,1,Involuntary,Restructuring,51.9,False
543,E100992,2026-05-21,3,1015,1,Voluntary,Did Not Return from Leave,27.2,True
544,E101250,2026-05-04,3,1014,2,Voluntary,Personal Reasons,2.3,False
545,E101016,2026-05-18,4,1022,2,Voluntary,Relocation,23.7,False
546,E100808,2026-05-27,5,1024,3,Voluntary,Relocation,45.4,False
547,E101214,2026-05-16,5,1024,2,Voluntary,Career Change,5.8,True
548,E100526,2026-05-14,7,1039,2,Involuntary,Performance,78.1,False
549,E100551,2026-05-04,8,1043,5,Voluntary,Career Change,81.5,False
550,E100830,2026-05-01,9,1046,4,Voluntary,Career Change,42.8,False
551,E100087,2026-06-06,1,1000,1,Voluntary,Better Opportunity,71.2,True
552,E100887,2026-06-05,2,1012,4,Voluntary,Relocation,37.2,True
553,E101118,2026-06-10,3,1016,5,Voluntary,Better Opportunity,15.6,False
554,E101261,2026-06-14,3,1014,6,Voluntary,Relocation,3.4,False
555,E100439,2026-06-14,5,1026,4,Voluntary,Did Not Return from Leave,77.8,True
556,E100680,2026-06-15,5,1026,5,Involuntary,Performance,58.8,False
557,E100746,2026-06-12,5,1028,4,Voluntary,Did Not Return from Leave,53.0,False
558,E100996,2026-06-26,5,1025,2,Voluntary,Compensation,28.0,True
559,E101092,2026-06-21,5,1024,6,Involuntary,Position Eliminated,17.9,False
560,E100946,2026-06-18,7,1034,4,Voluntary,Compensation,32.9,True
561,E101215,2026-06-09,8,1040,5,Voluntary,Retirement,6.5,True
562,E100653,2026-07-09,1,1003,3,Voluntary,Relocation,63.1,True
563,E100190,2026-07-01,3,1018,5,Voluntary,Better Opportunity,121.4,True
564,E100286,2026-07-13,3,1016,1,Voluntary,Return to Education,91.4,False
565,E100321,2026-07-20,4,1023,4,Voluntary,Did Not Return from Leave,75.1,False
566,E100396,2026-07-27,5,1024,1,Voluntary,Retirement,101.8,True
567,E100561,2026-07-09,9,1046,3,Voluntary,Did Not Return from Leave,76.5,False
568,E101085,2026-07-25,10,1049,2,Voluntary,Career Change,20.6,False
569,E100755,2026-08-08,1,1007,1,Voluntary,Did Not Return from Leave,54.0,False
570,E101188,2026-08-01,3,1016,1,Voluntary,Return to Education,10.9,False
571,E101202,2026-08-12,3,1014,4,Voluntary,Did Not Return from Leave,10.3,False
572,E100319,2026-08-12,4,1021,1,Voluntary,Did Not Return from Leave,94.0,False
573,E100402,2026-08-03,5,1027,4,Involuntary,Restructuring,93.4,False
574,E100495,2026-08-11,6,1029,3,Voluntary,Career Change,91.7,False
575,E100836,2026-08-19,10,1050,2,Voluntary,Did Not Return from Leave,44.7,True
