SnapshotDateKey,EmployeeID,DepartmentKey,JobKey,LocationKey,ManagerEmployeeID,JobLevel,HeadcountCount,TenureMonths,CurrentSalary,EmploymentStatusAtSnapshot,IsOnLeave
20230531,E100867,5,1026,2,E100437,3,1,3.0,67000,Active,False
20230531,E100868,5,1024,6,E100772,1,1,3.6,41000,Active,False
20230531,E100869,10,1051,1,E100621,5,1,3.2,113000,Active,False
20230531,E100870,1,1004,3,E100031,5,1,2.8,113500,Active,False
20230531,E100871,3,1014,4,E100219,3,1,2.4,100000,Active,False
20230531,E100872,3,1014,5,E100306,3,1,3.0,38500,Active,False
20230531,E100873,3,1014,5,E100757,3,1,2.1,29500,Active,False
20230531,E100874,5,1024,6,E100392,1,1,2.9,38500,Active,False
20230531,E100875,5,1025,5,E100398,2,1,2.8,25500,Active,False
20230531,E100876,1,1000,5,E100056,2,1,1.1,27500,Active,False
20230531,E100877,1,1004,2,E100031,5,1,1.5,120500,Active,False
20230531,E100878,2,1008,2,E100185,2,1,1.3,56000,Active,False
20230531,E100879,3,1014,2,E100195,3,1,2.0,66000,Active,False
20230531,E100880,3,1015,2,E100234,4,1,1.5,92500,Active,False
20230531,E100881,3,1013,2,E100227,1,1,1.4,46500,Active,False
20230531,E100882,4,1020,4,E100316,3,1,1.2,84500,Active,False
20230531,E100883,4,1023,1,E100325,6,1,1.3,235000,Active,False
20230531,E100884,9,1046,4,E100566,4,1,1.2,121000,Active,False
20230531,E100885,10,1052,2,E100621,6,1,1.8,189000,Active,False
20230531,E100886,1,1007,3,E100692,4,1,0.2,75500,Active,False
20230531,E100887,2,1012,4,E100695,3,1,1.0,86000,Active,False
20230531,E100888,2,1011,5,E100185,6,1,0.3,94500,Active,False
20230531,E100889,3,1013,5,E100228,1,1,0.9,17500,Active,False
20230531,E100890,3,1015,4,E100255,4,1,1.0,90500,Active,False
20230531,E100891,3,1016,6,E100250,5,1,0.2,129000,Active,False
20230531,E100892,3,1013,1,E100194,1,1,0.4,40500,Active,False
20230531,E100893,4,1022,5,E100319,3,1,0.5,28500,Active,False
20230531,E100894,4,1019,5,E100341,2,1,0.2,23000,Active,False
20230531,E100895,5,1027,5,E100398,4,1,1.0,47500,Active,False
20230531,E100896,5,1025,4,E100461,2,1,0.9,70500,Active,False
20230531,E100897,5,1024,1,E100455,1,1,0.5,47000,Active,False
20230531,E100898,10,1052,1,E100621,6,1,1.0,186500,Active,False
20230630,E000001,10,999,1,,7,1,125.9,285000,Active,False
20230630,E100001,1,1007,5,E100073,4,1,42.3,54000,Active,False
20230630,E100002,1,1000,1,E100110,2,1,36.2,78000,Active,False
20230630,E100003,1,1002,3,E100124,4,1,39.0,107500,Active,False
20230630,E100004,1,1007,5,E100078,4,1,108.4,62000,Active,False
20230630,E100005,1,1007,1,E100019,4,1,30.8,156000,Active,False
20230630,E100006,1,1005,6,E100031,6,1,89.3,278000,Active,False
20230630,E100007,1,1003,1,E100036,5,1,38.6,180000,Active,False
20230630,E100008,1,1001,1,E100123,3,1,55.7,84000,Active,False
20230630,E100009,1,1005,5,E100031,6,1,33.2,90000,Active,False
20230630,E100011,1,1000,6,E100045,2,1,38.9,62500,Active,False
20230630,E100012,1,1003,1,E100031,5,1,89.7,194000,Active,False
20230630,E100013,1,1001,1,E100006,3,1,44.2,80000,Active,False
20230630,E100014,1,1003,2,E100045,5,1,37.5,149500,Active,False
20230630,E100015,1,1003,6,E100044,5,1,34.0,113500,Active,False
20230630,E100017,1,1001,4,E100044,3,1,48.8,81000,Active,False
20230630,E100018,1,1002,4,E100044,4,1,85.3,161500,Active,False
20230630,E100020,1,1000,4,E100036,2,1,30.1,82000,Active,False
20230630,E100021,1,1006,4,E100025,3,1,40.3,105500,Active,False
20230630,E100022,1,1007,4,E100031,4,1,43.1,116500,Active,False
20230630,E100023,1,1000,4,E100006,2,1,38.6,77000,Active,False
20230630,E100024,1,1007,4,E100056,4,1,51.3,124000,Active,False
20230630,E100025,1,1005,4,E100031,6,1,85.3,283000,Active,False
20230630,E100026,1,1006,4,E100123,3,1,48.3,123000,Active,False
20230630,E100027,1,1000,3,E100123,2,1,52.7,55500,Active,False
20230630,E100029,1,1007,3,E100107,4,1,64.1,113000,Active,False
20230630,E100030,1,1002,1,E100102,4,1,61.3,115000,Active,False
20230630,E100033,1,1004,4,E100031,5,1,43.3,160500,Active,False
20230630,E100034,1,1000,4,E100044,2,1,57.0,68000,Active,False
20230630,E100035,1,1003,6,E100078,5,1,104.8,216000,Active,False
20230630,E100036,1,1004,5,E100031,5,1,61.4,93500,Active,False
20230630,E100037,1,1003,2,E100078,5,1,119.3,200000,Active,False
20230630,E100038,1,1003,5,E100078,5,1,76.1,89000,Active,False
20230630,E100039,1,1001,4,E100006,3,1,39.0,94000,Active,False
20230630,E100041,1,1000,1,E100056,2,1,62.2,76500,Active,False
20230630,E100042,1,1001,3,E100113,3,1,92.4,84500,Active,False
20230630,E100043,1,1004,6,E100031,5,1,66.1,152500,Active,False
20230630,E100044,1,1004,6,E100031,5,1,88.4,180000,Active,False
20230630,E100045,1,1004,4,E100031,5,1,45.9,160000,Active,False
20230630,E100046,1,1007,6,E100056,4,1,32.0,108000,Active,False
20230630,E100047,1,1006,6,E100031,3,1,93.7,134000,Active,False
20230630,E100048,1,1007,1,E100006,4,1,73.8,98000,Active,False
20230630,E100049,1,1001,1,E100125,3,1,44.0,87500,Active,False
20230630,E100050,1,1007,4,E100019,4,1,33.5,113500,Active,False
20230630,E100051,1,1006,3,E100124,3,1,49.3,101500,Active,False
20230630,E100052,1,1005,1,E100031,6,1,55.5,237000,Active,False
20230630,E100053,1,1006,2,E100124,3,1,48.9,89500,Active,False
20230630,E100054,1,1004,1,E100031,5,1,40.4,160000,Active,False
20230630,E100055,1,1000,1,E100006,2,1,58.9,73500,Active,False
20230630,E100056,1,1005,1,E100031,6,1,72.3,184500,Active,False
20230630,E100057,1,1003,4,E100033,5,1,42.1,155000,Active,False
20230630,E100058,1,1003,1,E100138,5,1,45.5,139000,Active,False
20230630,E100059,1,1007,4,E100031,4,1,33.2,120500,Active,False
20230630,E100060,1,1001,2,E100054,3,1,33.5,87500,Active,False
20230630,E100062,1,1001,2,E000001,3,1,122.9,105500,Active,False
20230630,E100063,1,1001,5,E100056,3,1,52.3,35500,Active,False
20230630,E100064,1,1000,3,E100124,2,1,52.9,57500,Active,False
20230630,E100065,1,1006,1,E100102,3,1,40.1,105000,Active,False
20230630,E100067,1,1000,1,E100045,2,1,35.8,76500,Active,False
20230630,E100068,1,1003,2,E100006,5,1,42.4,138500,Active,False
20230630,E100069,1,1005,1,E100031,6,1,92.4,285500,Active,False
20230630,E100070,1,1001,2,E100078,3,1,70.9,96000,Active,False
20230630,E100071,1,1006,1,E100033,3,1,40.9,72000,Active,False
20230630,E100072,1,1001,2,E100075,3,1,50.5,75000,Active,False
20230630,E100073,1,1004,1,E100031,5,1,48.5,197000,Active,False
20230630,E100076,1,1003,2,E100113,5,1,96.5,197500,Active,False
20230630,E100077,1,1002,5,E100031,4,1,48.1,42500,Active,False
20230630,E100078,1,1004,4,E100031,5,1,122.7,217000,Active,False
20230630,E100079,1,1003,4,E100006,5,1,30.8,118500,Active,False
20230630,E100081,1,1001,1,E100006,3,1,30.6,73500,Active,False
20230630,E100082,1,1006,2,E100031,3,1,81.0,72000,Active,False
20230630,E100083,1,1000,1,E100126,2,1,36.0,83000,Active,False
20230630,E100084,1,1003,2,E100073,5,1,43.8,152000,Active,False
20230630,E100085,1,1006,2,E100078,3,1,89.3,104000,Active,False
20230630,E100086,1,1000,5,E100045,2,1,38.3,31000,Active,False
20230630,E100087,1,1000,1,E100123,2,1,36.0,76500,Active,False
20230630,E100089,1,1001,4,E100044,3,1,63.4,105500,Active,False
20230630,E100090,1,1003,4,E100128,5,1,31.3,161000,Active,False
20230630,E100091,1,1002,1,E100056,4,1,60.6,138000,Active,False
20230630,E100092,1,1007,3,E100033,4,1,33.8,108000,Active,False
20230630,E100094,1,1007,3,E000001,4,1,123.4,119500,Active,False
20230630,E100095,1,1000,1,E100133,2,1,36.8,74500,Active,False
20230630,E100097,1,1003,3,E100075,5,1,68.4,131500,Active,False
20230630,E100098,1,1001,1,E100110,3,1,38.8,89000,Active,False
20230630,E100099,1,1001,2,E100056,3,1,70.6,80000,Active,False
20230630,E100100,1,1006,2,E100075,3,1,35.3,82000,Active,False
20230630,E100102,1,1005,3,E100031,6,1,73.7,192000,Active,False
20230630,E100103,1,1001,4,E100069,3,1,32.1,90000,Active,False
20230630,E100104,1,1006,4,E100069,3,1,85.5,136000,Active,False
20230630,E100105,1,1006,5,E100128,3,1,34.4,38500,Active,False
20230630,E100106,1,1004,6,E100031,5,1,38.8,118500,Active,False
20230630,E100108,1,1002,4,E100075,4,1,52.9,151500,Active,False
20230630,E100109,1,1006,4,E100019,3,1,47.6,98500,Active,False
20230630,E100110,1,1004,1,E100031,5,1,60.0,174500,Active,False
20230630,E100111,1,1003,5,E100078,5,1,116.3,92000,Active,False
20230630,E100112,1,1006,5,E100044,3,1,35.3,43500,Active,False
20230630,E100113,1,1005,5,E100031,6,1,96.8,125000,Active,False
20230630,E100115,1,1001,4,E100135,3,1,54.1,92500,Active,False
20230630,E100116,1,1004,4,E100031,5,1,48.1,159500,Active,False
20230630,E100117,1,1000,2,E100036,2,1,30.8,54000,Active,False
20230630,E100119,1,1006,1,E100078,3,1,40.8,88500,Active,False
20230630,E100120,1,1001,1,E100009,3,1,31.5,75000,Active,False
20230630,E100121,1,1003,3,E100113,5,1,58.2,160000,Active,False
20230630,E100125,1,1004,1,E100031,5,1,80.7,196500,Active,False
20230630,E100126,1,1005,2,E100031,6,1,37.7,187500,Active,False
20230630,E100127,1,1003,2,E100075,5,1,34.8,166000,Active,False
20230630,E100128,1,1005,3,E100031,6,1,65.1,209500,Active,False
20230630,E100129,1,1000,3,E100033,2,1,38.2,52500,Active,False
20230630,E100130,1,1000,6,E100078,2,1,118.5,94500,Active,False
20230630,E100131,1,1000,2,E100043,2,1,33.8,65000,Active,False
20230630,E100133,1,1005,1,E100031,6,1,60.7,264500,Active,False
20230630,E100134,1,1006,5,E100043,3,1,43.7,44500,Active,False
20230630,E100135,1,1005,5,E100031,6,1,73.4,89500,Active,False
20230630,E100136,1,1002,3,E100056,4,1,61.3,109500,Active,False
20230630,E100137,1,1003,2,E100078,5,1,55.4,141500,Active,False
20230630,E100138,1,1004,5,E100031,5,1,50.0,71000,Active,False
20230630,E100139,1,1007,1,E100075,4,1,57.4,126000,Active,False
20230630,E100140,1,1001,4,E100069,3,1,50.3,84500,Active,False
20230630,E100141,1,1003,4,E100044,5,1,35.2,148000,Active,False
20230630,E100142,2,1012,5,E100174,3,1,54.2,37500,Active,False
20230630,E100145,2,1009,4,E100159,4,1,36.9,111000,Active,False
20230630,E100146,2,1009,1,E000001,4,1,123.5,146500,Active,False
20230630,E100147,2,1009,1,E100183,4,1,35.5,97000,Active,False
20230630,E100148,2,1010,2,E100185,5,1,57.7,131000,Active,False
20230630,E100149,2,1008,4,E100185,2,1,46.4,75500,Active,False
20230630,E100151,2,1010,1,E100183,5,1,49.3,158500,Active,False
20230630,E100152,2,1008,6,E100159,2,1,41.7,52500,Active,False
20230630,E100153,2,1010,6,E100185,5,1,96.4,186000,Active,False
20230630,E100155,2,1012,6,E100185,3,1,33.6,73500,Active,False
20230630,E100156,2,1008,1,E100162,2,1,31.7,62500,Active,False
20230630,E100157,2,1008,4,E100179,2,1,45.2,62000,Active,False
20230630,E100158,2,1008,4,E000001,2,1,117.6,89500,Active,False
20230630,E100163,2,1010,4,E100159,5,1,70.7,153000,Active,False
20230630,E100164,2,1008,3,E100183,2,1,55.0,64000,Active,False
20230630,E100165,2,1008,1,E100174,2,1,63.1,80500,Active,False
20230630,E100166,2,1011,5,E100185,6,1,32.6,90500,Active,False
20230630,E100167,2,1012,4,E100183,3,1,55.1,107500,Active,False
20230630,E100170,2,1012,5,E100174,3,1,46.2,45500,Active,False
20230630,E100172,2,1008,4,E100183,2,1,48.6,81500,Active,False
20230630,E100173,2,1008,5,E100166,2,1,30.1,33500,Active,False
20230630,E100174,2,1011,1,E100185,6,1,70.3,199000,Active,False
20230630,E100175,2,1012,6,E100183,3,1,39.5,72000,Active,False
20230630,E100176,2,1010,2,E100166,5,1,30.0,134000,Active,False
20230630,E100178,2,1012,3,E100174,3,1,62.4,77000,Active,False
20230630,E100179,2,1011,6,E100185,6,1,53.9,247500,Active,False
20230630,E100180,2,1010,4,E100185,5,1,42.7,136500,Active,False
20230630,E100181,2,1010,2,E100162,5,1,38.3,121000,Active,False
20230630,E100182,2,1011,3,E100185,6,1,32.1,194500,Active,False
20230630,E100184,2,1008,3,E100159,2,1,69.4,52500,Active,False
20230630,E100185,2,1011,6,E000001,6,1,117.2,274500,Active,False
20230630,E100187,3,1016,3,E100250,5,1,80.1,136000,Active,False
20230630,E100189,3,1016,1,E100250,5,1,73.2,168500,Active,False
20230630,E100190,3,1018,5,E100227,3,1,85.4,49000,Active,False
20230630,E100191,3,1018,3,E100187,3,1,46.4,71500,Active,False
20230630,E100192,3,1013,5,E100302,1,1,49.4,27500,Active,False
20230630,E100193,3,1016,5,E100250,5,1,34.4,58500,Active,False
20230630,E100195,3,1016,6,E100250,5,1,120.0,186000,Active,False
20230630,E100196,3,1014,5,E100216,3,1,88.2,43500,Active,False
20230630,E100198,3,1013,2,E100187,1,1,37.1,53500,Active,False
20230630,E100200,3,1015,4,E100228,4,1,77.8,138000,Active,False
20230630,E100203,3,1018,2,E100195,3,1,65.4,89000,Active,False
20230630,E100205,3,1015,2,E100227,4,1,39.4,93500,Active,False
20230630,E100207,3,1018,4,E100189,3,1,32.5,125000,Active,False
20230630,E100212,3,1013,2,E100307,1,1,55.2,57000,Active,False
20230630,E100214,3,1015,1,E100234,4,1,29.9,125500,Active,False
20230630,E100216,3,1017,5,E100250,6,1,94.4,105500,Active,False
20230630,E100219,3,1016,2,E100250,5,1,95.5,228500,Active,False
20230630,E100221,3,1015,2,E100232,4,1,59.7,96000,Active,False
20230630,E100222,3,1013,2,E100254,1,1,30.9,43500,Active,False
20230630,E100224,3,1016,2,E100250,5,1,77.2,171500,Active,False
20230630,E100225,3,1014,4,E100228,3,1,51.4,72500,Active,False
20230630,E100226,3,1015,1,E100249,4,1,52.1,117500,Active,False
20230630,E100227,3,1017,3,E100250,6,1,93.3,239500,Active,False
20230630,E100228,3,1016,5,E100250,5,1,116.2,95000,Active,False
20230630,E100229,3,1014,4,E100232,3,1,48.8,80500,Active,False
20230630,E100230,3,1018,5,E100209,3,1,45.1,41000,Active,False
20230630,E100231,3,1016,4,E100250,5,1,60.6,166500,Active,False
20230630,E100232,3,1017,5,E100250,6,1,119.7,133000,Active,False
20230630,E100233,3,1017,5,E100250,6,1,58.2,94500,Active,False
20230630,E100235,3,1013,2,E100248,1,1,31.2,40000,Active,False
20230630,E100237,3,1014,4,E100195,3,1,48.3,99500,Active,False
20230630,E100238,3,1013,5,E100227,1,1,49.3,23000,Active,False
20230630,E100239,3,1015,1,E100232,4,1,66.3,127500,Active,False
20230630,E100241,3,1018,2,E100228,3,1,44.9,96500,Active,False
20230630,E100242,3,1018,5,E100195,3,1,58.9,55500,Active,False
20230630,E100244,3,1017,5,E100250,6,1,44.1,88000,Active,False
20230630,E100246,3,1014,1,E100233,3,1,38.8,82000,Active,False
20230630,E100248,3,1016,2,E100250,5,1,49.2,159000,Active,False
20230630,E100249,3,1017,1,E100250,6,1,68.7,176000,Active,False
20230630,E100251,3,1013,1,E100228,1,1,31.7,50500,Active,False
20230630,E100255,3,1016,1,E100250,5,1,48.2,147500,Active,False
20230630,E100259,3,1016,4,E100250,5,1,37.4,147500,Active,False
20230630,E100260,3,1015,1,E100286,4,1,36.7,102000,Active,False
20230630,E100262,3,1017,1,E100250,6,1,41.6,168500,On Leave,True
20230630,E100264,3,1018,6,E100268,3,1,41.4,76000,Active,False
20230630,E100267,3,1014,3,E100290,3,1,29.9,77000,Active,False
20230630,E100269,3,1018,5,E100266,3,1,42.1,27500,Active,False
20230630,E100271,3,1015,2,E100286,4,1,48.9,113000,Active,False
20230630,E100274,3,1014,3,E100195,3,1,119.9,123500,Active,False
20230630,E100276,3,1018,1,E100224,3,1,77.1,101000,Active,False
20230630,E100277,3,1013,5,E100232,1,1,55.5,23000,Active,False
20230630,E100278,3,1018,4,E100218,3,1,42.2,116000,Active,False
20230630,E100281,3,1018,2,E100304,3,1,32.0,78000,Active,False
20230630,E100285,3,1014,1,E100306,3,1,30.1,77000,Active,False
20230630,E100286,3,1016,1,E100250,5,1,55.0,166000,Active,False
20230630,E100287,3,1013,1,E100302,1,1,37.4,46500,Active,False
20230630,E100289,3,1018,4,E100227,3,1,42.1,94500,Active,False
20230630,E100292,3,1013,1,E100216,1,1,37.8,55500,Active,False
20230630,E100295,3,1018,5,E100254,3,1,59.7,42000,Active,False
20230630,E100296,3,1013,1,E100244,1,1,33.2,60500,Active,False
20230630,E100297,3,1018,1,E100216,3,1,34.7,79000,Active,False
20230630,E100299,3,1013,3,E100194,1,1,61.9,41500,Active,False
20230630,E100300,3,1016,1,E100250,5,1,33.9,184500,Active,False
20230630,E100301,3,1014,3,E100227,3,1,71.4,91000,Active,False
20230630,E100302,3,1017,3,E100250,6,1,75.4,202000,Active,False
20230630,E100303,3,1013,2,E100197,1,1,46.5,52500,Active,False
20230630,E100305,3,1014,5,E100286,3,1,42.0,41500,Active,False
20230630,E100307,3,1016,1,E100250,5,1,55.5,148000,Active,False
20230630,E100308,3,1015,1,E100232,4,1,52.7,125000,Active,False
20230630,E100309,4,1020,5,E100342,3,1,36.3,40500,Active,False
20230630,E100311,4,1021,1,E100325,5,1,36.4,185000,Active,False
20230630,E100312,4,1019,1,E100342,2,1,44.8,65000,Active,False
20230630,E100313,4,1021,5,E100325,5,1,87.7,86500,Active,False
20230630,E100314,4,1023,6,E100325,6,1,73.3,216500,Active,False
20230630,E100315,4,1021,1,E100325,5,1,39.8,154000,Active,False
20230630,E100316,4,1023,3,E100325,6,1,115.1,178000,Active,False
20230630,E100317,4,1021,1,E100325,5,1,40.9,183000,Active,False
20230630,E100318,4,1023,1,E100325,6,1,42.2,217500,Active,False
20230630,E100319,4,1021,1,E100325,5,1,56.5,200500,Active,False
20230630,E100320,4,1022,5,E100341,3,1,61.6,41500,Active,False
20230630,E100321,4,1023,4,E100325,6,1,38.4,215500,Active,False
20230630,E100322,4,1022,5,E100315,3,1,36.1,41500,Active,False
20230630,E100324,4,1019,2,E100325,2,1,103.3,82500,Active,False
20230630,E100325,4,1023,6,E000001,6,1,125.3,226500,Active,False
20230630,E100326,4,1022,1,E100341,3,1,41.5,79500,Active,False
20230630,E100329,4,1022,5,E100361,3,1,52.4,43500,Active,False
20230630,E100334,4,1022,1,E100313,3,1,35.0,94500,Active,False
20230630,E100335,4,1022,5,E100316,3,1,71.4,40500,Active,False
20230630,E100336,4,1019,5,E100361,2,1,36.0,24500,Active,False
20230630,E100337,4,1023,5,E100325,6,1,53.9,103000,Active,False
20230630,E100338,4,1019,1,E100337,2,1,48.3,61000,Active,False
20230630,E100339,4,1019,5,E100343,2,1,37.0,23500,Active,False
20230630,E100341,4,1021,5,E100325,5,1,76.2,67500,Active,False
20230630,E100342,4,1023,5,E100325,6,1,79.6,103000,Active,False
20230630,E100343,4,1021,6,E100325,5,1,62.2,135500,Active,False
20230630,E100344,4,1020,6,E100311,3,1,35.3,91000,Active,False
20230630,E100345,4,1020,4,E100318,3,1,37.4,92500,Active,False
20230630,E100346,4,1022,2,E100321,3,1,36.2,100500,Active,False
20230630,E100348,4,1019,1,E100353,2,1,44.9,80000,Active,False
20230630,E100349,4,1022,4,E100313,3,1,75.3,109000,Active,False
20230630,E100350,4,1020,1,E100325,3,1,122.2,124500,Active,False
20230630,E100351,4,1021,2,E100325,5,1,34.9,137000,Active,False
20230630,E100354,4,1020,2,E100316,3,1,42.7,79500,Active,False
20230630,E100355,4,1021,6,E100325,5,1,34.5,141000,Active,False
20230630,E100356,4,1020,3,E100359,3,1,32.0,93500,Active,False
20230630,E100357,4,1020,2,E100333,3,1,32.8,87000,Active,False
20230630,E100359,4,1023,5,E100325,6,1,87.3,127000,Active,False
20230630,E100360,4,1020,5,E100316,3,1,75.8,49000,Active,False
20230630,E100361,4,1021,3,E100325,5,1,79.0,121000,Active,False
20230630,E100362,4,1022,2,E100313,3,1,43.2,91500,Active,False
20230630,E100365,4,1021,1,E100325,5,1,58.5,149000,Active,False
20230630,E100366,4,1019,5,E100359,2,1,53.0,29500,Active,False
20230630,E100367,5,1026,1,E100441,3,1,38.4,89500,Active,False
20230630,E100368,5,1027,6,E100398,4,1,36.6,106500,Active,False
20230630,E100370,5,1024,1,E100445,1,1,34.3,50000,Active,False
20230630,E100373,5,1028,1,E100398,5,1,32.1,174000,Active,False
20230630,E100374,5,1024,4,E100372,1,1,44.6,54000,Active,False
20230630,E100375,5,1024,5,E100372,1,1,69.8,25500,Active,False
20230630,E100381,5,1025,4,E100437,2,1,39.1,65500,Active,False
20230630,E100382,5,1026,4,E100398,3,1,36.4,94500,Active,False
20230630,E100383,5,1024,1,E100411,1,1,41.0,56500,Active,False
20230630,E100384,5,1024,1,E100418,1,1,41.5,56000,Active,False
20230630,E100387,5,1024,1,E100428,1,1,60.2,61500,Active,False
20230630,E100388,5,1026,1,E100392,3,1,64.5,109000,Active,False
20230630,E100389,5,1025,4,E100411,2,1,32.9,71000,Active,False
20230630,E100391,5,1026,3,E100428,3,1,41.9,62500,Active,False
20230630,E100393,5,1024,4,E100422,1,1,37.5,54000,Active,False
20230630,E100394,5,1024,2,E100386,1,1,45.7,31500,Active,False
20230630,E100395,5,1028,4,E100398,5,1,74.2,163500,Active,False
20230630,E100396,5,1024,1,E100395,1,1,64.9,60000,Active,False
20230630,E100397,5,1024,4,E100432,1,1,50.4,63000,Active,False
20230630,E100398,5,1028,4,E000001,5,1,103.9,219000,Active,False
20230630,E100402,5,1027,4,E100398,4,1,56.2,126500,Active,False
20230630,E100403,5,1024,1,E100412,1,1,52.3,52000,Active,False
20230630,E100404,5,1024,2,E100402,1,1,35.2,41500,Active,False
20230630,E100406,5,1024,3,E100424,1,1,31.1,41500,Active,False
20230630,E100407,5,1024,1,E100398,1,1,34.8,48000,Active,False
20230630,E100408,5,1026,4,E100429,3,1,30.0,81500,On Leave,True
20230630,E100410,5,1025,6,E100412,2,1,50.8,66000,Active,False
20230630,E100412,5,1028,1,E100398,5,1,72.9,147500,Active,False
20230630,E100413,5,1025,4,E000001,2,1,114.4,86000,Active,False
20230630,E100414,5,1024,3,E100464,1,1,52.5,58500,Active,False
20230630,E100416,5,1026,3,E100464,3,1,44.2,70500,Active,False
20230630,E100417,5,1025,1,E100431,2,1,35.0,89500,Active,False
20230630,E100421,5,1024,1,E100398,1,1,101.1,80500,Active,False
20230630,E100422,5,1027,1,E100398,4,1,38.8,130500,Active,False
20230630,E100423,5,1026,1,E100401,3,1,48.2,97000,Active,False
20230630,E100424,5,1027,5,E100398,4,1,39.4,47500,Active,False
20230630,E100425,5,1024,2,E100401,1,1,48.4,50000,Active,False
20230630,E100429,5,1028,1,E100398,5,1,72.7,177500,Active,False
20230630,E100430,5,1026,5,E100431,3,1,33.6,42000,Active,False
20230630,E100431,5,1027,2,E100398,4,1,46.9,103500,Active,False
20230630,E100435,5,1027,3,E100398,4,1,45.2,103000,Active,False
20230630,E100437,5,1028,2,E100398,5,1,53.8,128500,Active,False
20230630,E100439,5,1026,4,E100372,3,1,42.3,77000,Active,False
20230630,E100440,5,1024,5,E100398,1,1,83.0,28500,Active,False
20230630,E100445,5,1027,1,E100398,4,1,34.8,108500,Active,False
20230630,E100446,5,1026,1,E100432,3,1,34.5,79500,Active,False
20230630,E100448,5,1027,1,E100398,4,1,33.9,109500,Active,False
20230630,E100453,5,1025,1,E100455,2,1,30.0,68000,Active,False
20230630,E100454,5,1024,5,E100437,1,1,35.6,21000,Active,False
20230630,E100455,5,1027,1,E100398,4,1,53.9,100000,On Leave,True
20230630,E100457,5,1026,5,E100398,3,1,79.7,42500,Active,False
20230630,E100458,5,1025,5,E100415,2,1,59.5,30500,Active,False
20230630,E100462,5,1025,3,E100412,2,1,53.9,60500,Active,False
20230630,E100464,5,1028,2,E100398,5,1,81.4,206000,Active,False
20230630,E100466,5,1024,4,E100464,1,1,53.5,73000,Active,False
20230630,E100467,5,1027,1,E100398,4,1,35.7,91500,Active,False
20230630,E100469,6,1029,6,E100480,2,1,47.4,75500,Active,False
20230630,E100470,6,1029,3,E100486,2,1,37.1,57000,Active,False
20230630,E100471,6,1030,5,E100496,4,1,31.1,41000,Active,False
20230630,E100472,6,1030,1,E100480,4,1,32.9,135500,Active,False
20230630,E100473,6,1030,2,E100491,4,1,67.3,113000,Active,False
20230630,E100474,6,1029,1,E100493,2,1,49.0,69000,Active,False
20230630,E100476,6,1033,5,E100493,6,1,35.8,82000,Active,False
20230630,E100477,6,1029,2,E100486,2,1,55.2,67000,Active,False
20230630,E100479,6,1033,4,E100493,6,1,66.6,246000,Active,False
20230630,E100480,6,1033,1,E100493,6,1,72.1,233500,Active,False
20230630,E100482,6,1029,1,E100496,2,1,65.7,79000,Active,False
20230630,E100483,6,1033,1,E100493,6,1,53.0,271500,Active,False
20230630,E100484,6,1029,2,E100486,2,1,58.5,59000,Active,False
20230630,E100485,6,1033,3,E100493,6,1,72.1,165500,Active,False
20230630,E100486,6,1032,1,E100493,5,1,76.1,182000,Active,False
20230630,E100489,6,1029,1,E100485,2,1,38.6,61500,Active,False
20230630,E100490,6,1031,3,E100491,3,1,89.0,64000,Active,False
20230630,E100492,6,1029,1,E100479,2,1,52.7,63500,Active,False
20230630,E100493,6,1033,2,E000001,6,1,119.6,231000,Active,False
20230630,E100495,6,1029,3,E100496,2,1,54.3,82000,Active,False
20230630,E100496,6,1032,5,E100493,5,1,70.1,69000,Active,False
20230630,E100497,6,1029,4,E100496,2,1,37.8,77000,Active,False
20230630,E100498,6,1031,2,E100496,3,1,53.0,80500,Active,False
20230630,E100499,6,1030,2,E100493,4,1,113.6,122000,Active,False
20230630,E100500,6,1030,2,E100491,4,1,42.8,91500,Active,False
20230630,E100501,7,1036,6,E100505,3,1,45.4,86500,Active,False
20230630,E100502,7,1034,5,E100512,3,1,65.4,36000,Active,False
20230630,E100503,7,1037,3,E100535,5,1,41.2,122000,Active,False
20230630,E100504,7,1039,6,E100535,6,1,43.0,210000,Active,False
20230630,E100505,7,1039,5,E100535,6,1,69.6,85500,Active,False
20230630,E100506,7,1038,2,E100535,6,1,61.1,203000,Active,False
20230630,E100507,7,1037,4,E100535,5,1,36.6,161500,Active,False
20230630,E100508,7,1036,1,E100513,3,1,56.2,87500,Active,False
20230630,E100509,7,1036,1,E100505,3,1,37.7,77000,Active,False
20230630,E100510,7,1037,3,E100535,5,1,52.6,118500,Active,False
20230630,E100511,7,1034,4,E100505,3,1,50.7,103000,Active,False
20230630,E100513,7,1038,1,E100535,6,1,77.4,266000,Active,False
20230630,E100514,7,1037,5,E100535,5,1,30.6,71000,Active,False
20230630,E100516,7,1035,3,E100518,4,1,56.9,78000,Active,False
20230630,E100517,7,1035,1,E100535,4,1,38.1,126000,Active,False
20230630,E100518,7,1038,1,E100535,6,1,59.2,250500,Active,False
20230630,E100519,7,1039,5,E100535,6,1,32.7,110000,Active,False
20230630,E100520,7,1034,1,E100538,3,1,35.4,99000,Active,False
20230630,E100521,7,1035,4,E100533,4,1,40.3,144000,Active,False
20230630,E100523,7,1038,4,E100535,6,1,55.3,234000,Active,False
20230630,E100525,7,1039,1,E100535,6,1,48.2,242500,Active,False
20230630,E100526,7,1039,2,E100535,6,1,43.6,181500,Active,False
