ReviewID,EmployeeID,ReviewPeriod,ReviewDate,Rating,RatingLabel,GoalAchievementPct,PromotionRecommended,ManagerEmployeeID
907,E100102,2026 H1,2026-06-15,4,Exceeds Expectations,70,False,E100031
908,E100103,2021 H1,2021-06-15,3,Meets Expectations,46,False,E100069
909,E100103,2021 H2,2021-12-15,3,Meets Expectations,42,False,E100069
910,E100103,2022 H1,2022-06-15,4,Exceeds Expectations,75,False,E100069
911,E100103,2022 H2,2022-12-15,3,Meets Expectations,50,False,E100069
912,E100103,2023 H1,2023-06-15,4,Exceeds Expectations,81,True,E100069
913,E100103,2023 H2,2023-12-15,3,Meets Expectations,60,False,E100069
914,E100103,2024 H1,2024-06-15,3,Meets Expectations,51,False,E100069
915,E100103,2024 H2,2024-12-15,3,Meets Expectations,65,False,E100069
916,E100103,2025 H1,2025-06-15,3,Meets Expectations,33,False,E100069
917,E100103,2025 H2,2025-12-15,3,Meets Expectations,73,False,E100069
918,E100103,2026 H1,2026-06-15,2,Needs Improvement,30,False,E100069
919,E100104,2021 H1,2021-06-15,4,Exceeds Expectations,78,False,E100069
920,E100104,2021 H2,2021-12-15,3,Meets Expectations,59,False,E100069
921,E100104,2022 H1,2022-06-15,3,Meets Expectations,44,False,E100069
922,E100104,2022 H2,2022-12-15,5,Outstanding,83,False,E100069
923,E100104,2023 H1,2023-06-15,2,Needs Improvement,30,False,E100069
924,E100104,2023 H2,2023-12-15,5,Outstanding,91,False,E100069
925,E100104,2024 H1,2024-06-15,4,Exceeds Expectations,90,False,E100069
926,E100104,2024 H2,2024-12-15,3,Meets Expectations,75,False,E100069
927,E100104,2025 H1,2025-06-15,3,Meets Expectations,54,False,E100069
928,E100105,2021 H1,2021-06-15,5,Outstanding,90,True,E100128
929,E100105,2021 H2,2021-12-15,4,Exceeds Expectations,67,False,E100128
930,E100105,2022 H1,2022-06-15,4,Exceeds Expectations,86,True,E100128
931,E100105,2022 H2,2022-12-15,4,Exceeds Expectations,67,False,E100128
932,E100105,2023 H1,2023-06-15,3,Meets Expectations,49,False,E100128
933,E100105,2023 H2,2023-12-15,3,Meets Expectations,69,False,E100128
934,E100105,2024 H1,2024-06-15,4,Exceeds Expectations,80,True,E100128
935,E100105,2024 H2,2024-12-15,4,Exceeds Expectations,84,False,E100128
936,E100105,2025 H1,2025-06-15,2,Needs Improvement,38,False,E100128
937,E100105,2025 H2,2025-12-15,5,Outstanding,83,False,E100128
938,E100105,2026 H1,2026-06-15,5,Outstanding,81,False,E100128
939,E100106,2021 H1,2021-06-15,3,Meets Expectations,62,False,E100031
940,E100106,2021 H2,2021-12-15,4,Exceeds Expectations,51,True,E100031
941,E100106,2022 H1,2022-06-15,4,Exceeds Expectations,73,False,E100031
942,E100106,2022 H2,2022-12-15,3,Meets Expectations,51,False,E100031
943,E100106,2023 H1,2023-06-15,2,Needs Improvement,30,False,E100031
944,E100106,2023 H2,2023-12-15,4,Exceeds Expectations,73,False,E100031
945,E100106,2024 H1,2024-06-15,4,Exceeds Expectations,90,True,E100031
946,E100106,2024 H2,2024-12-15,3,Meets Expectations,45,False,E100031
947,E100106,2025 H1,2025-06-15,4,Exceeds Expectations,70,False,E100031
948,E100107,2021 H1,2021-06-15,3,Meets Expectations,81,False,E100031
949,E100108,2021 H1,2021-06-15,5,Outstanding,91,True,E100075
950,E100108,2021 H2,2021-12-15,4,Exceeds Expectations,74,False,E100075
951,E100108,2022 H1,2022-06-15,2,Needs Improvement,39,False,E100075
952,E100108,2022 H2,2022-12-15,3,Meets Expectations,47,False,E100075
953,E100108,2023 H1,2023-06-15,3,Meets Expectations,41,False,E100075
954,E100108,2023 H2,2023-12-15,2,Needs Improvement,30,False,E100075
955,E100108,2024 H1,2024-06-15,3,Meets Expectations,73,False,E100075
956,E100108,2024 H2,2024-12-15,5,Outstanding,85,False,E100075
957,E100108,2025 H1,2025-06-15,4,Exceeds Expectations,71,True,E100075
958,E100108,2025 H2,2025-12-15,3,Meets Expectations,44,False,E100075
959,E100108,2026 H1,2026-06-15,3,Meets Expectations,49,False,E100075
960,E100109,2021 H1,2021-06-15,3,Meets Expectations,74,False,E100019
961,E100109,2021 H2,2021-12-15,3,Meets Expectations,41,False,E100019
962,E100109,2022 H1,2022-06-15,3,Meets Expectations,65,False,E100019
963,E100109,2022 H2,2022-12-15,5,Outstanding,76,False,E100019
964,E100109,2023 H1,2023-06-15,3,Meets Expectations,57,False,E100019
965,E100109,2023 H2,2023-12-15,4,Exceeds Expectations,70,False,E100019
966,E100109,2024 H1,2024-06-15,3,Meets Expectations,49,False,E100019
967,E100109,2024 H2,2024-12-15,2,Needs Improvement,45,False,E100019
968,E100109,2025 H1,2025-06-15,3,Meets Expectations,38,False,E100019
969,E100109,2025 H2,2025-12-15,3,Meets Expectations,37,False,E100019
970,E100109,2026 H1,2026-06-15,3,Meets Expectations,49,False,E100019
971,E100110,2021 H1,2021-06-15,3,Meets Expectations,49,False,E100031
972,E100110,2021 H2,2021-12-15,3,Meets Expectations,72,False,E100031
973,E100110,2022 H1,2022-06-15,1,Unsatisfactory,33,False,E100031
974,E100110,2022 H2,2022-12-15,2,Needs Improvement,40,False,E100031
975,E100110,2023 H1,2023-06-15,5,Outstanding,88,False,E100031
976,E100110,2023 H2,2023-12-15,4,Exceeds Expectations,79,False,E100031
977,E100110,2024 H1,2024-06-15,4,Exceeds Expectations,60,False,E100031
978,E100110,2024 H2,2024-12-15,4,Exceeds Expectations,71,False,E100031
979,E100110,2025 H1,2025-06-15,4,Exceeds Expectations,76,False,E100031
980,E100110,2025 H2,2025-12-15,3,Meets Expectations,54,False,E100031
981,E100110,2026 H1,2026-06-15,4,Exceeds Expectations,67,True,E100031
982,E100111,2021 H1,2021-06-15,4,Exceeds Expectations,64,False,E100078
983,E100111,2021 H2,2021-12-15,5,Outstanding,94,False,E100078
984,E100111,2022 H1,2022-06-15,4,Exceeds Expectations,66,True,E100078
985,E100111,2022 H2,2022-12-15,3,Meets Expectations,58,False,E100078
986,E100111,2023 H1,2023-06-15,5,Outstanding,78,False,E100078
987,E100111,2023 H2,2023-12-15,2,Needs Improvement,31,False,E100078
988,E100111,2024 H1,2024-06-15,3,Meets Expectations,49,False,E100078
989,E100111,2024 H2,2024-12-15,4,Exceeds Expectations,74,True,E100078
990,E100111,2025 H1,2025-06-15,3,Meets Expectations,67,False,E100078
991,E100111,2025 H2,2025-12-15,5,Outstanding,95,True,E100078
992,E100111,2026 H1,2026-06-15,4,Exceeds Expectations,72,False,E100078
993,E100112,2021 H1,2021-06-15,2,Needs Improvement,45,False,E100044
994,E100112,2021 H2,2021-12-15,3,Meets Expectations,53,False,E100044
995,E100112,2022 H1,2022-06-15,4,Exceeds Expectations,59,False,E100044
996,E100112,2022 H2,2022-12-15,5,Outstanding,98,False,E100044
997,E100112,2023 H1,2023-06-15,3,Meets Expectations,43,False,E100044
998,E100112,2023 H2,2023-12-15,3,Meets Expectations,45,False,E100044
999,E100112,2024 H1,2024-06-15,2,Needs Improvement,39,False,E100044
1000,E100113,2021 H1,2021-06-15,4,Exceeds Expectations,59,False,E100031
1001,E100113,2021 H2,2021-12-15,5,Outstanding,79,False,E100031
1002,E100113,2022 H1,2022-06-15,2,Needs Improvement,42,False,E100031
1003,E100113,2022 H2,2022-12-15,3,Meets Expectations,50,False,E100031
1004,E100113,2023 H1,2023-06-15,4,Exceeds Expectations,71,False,E100031
1005,E100113,2023 H2,2023-12-15,4,Exceeds Expectations,69,True,E100031
1006,E100113,2024 H1,2024-06-15,3,Meets Expectations,56,False,E100031
1007,E100113,2024 H2,2024-12-15,4,Exceeds Expectations,71,False,E100031
1008,E100113,2025 H1,2025-06-15,3,Meets Expectations,66,False,E100031
1009,E100113,2025 H2,2025-12-15,3,Meets Expectations,39,False,E100031
1010,E100113,2026 H1,2026-06-15,3,Meets Expectations,54,False,E100031
1011,E100114,2021 H1,2021-06-15,4,Exceeds Expectations,74,True,E100123
1012,E100115,2021 H1,2021-06-15,3,Meets Expectations,57,False,E100135
1013,E100115,2021 H2,2021-12-15,2,Needs Improvement,58,False,E100135
1014,E100115,2022 H1,2022-06-15,3,Meets Expectations,43,False,E100135
1015,E100115,2022 H2,2022-12-15,2,Needs Improvement,40,False,E100135
1016,E100115,2023 H1,2023-06-15,3,Meets Expectations,56,False,E100135
1017,E100115,2023 H2,2023-12-15,5,Outstanding,90,False,E100135
1018,E100116,2021 H1,2021-06-15,4,Exceeds Expectations,62,True,E100031
1019,E100116,2021 H2,2021-12-15,4,Exceeds Expectations,63,True,E100031
1020,E100116,2022 H1,2022-06-15,2,Needs Improvement,37,False,E100031
1021,E100116,2022 H2,2022-12-15,5,Outstanding,99,False,E100031
1022,E100116,2023 H1,2023-06-15,5,Outstanding,89,False,E100031
1023,E100116,2023 H2,2023-12-15,4,Exceeds Expectations,78,True,E100031
1024,E100116,2024 H1,2024-06-15,4,Exceeds Expectations,80,False,E100031
1025,E100116,2024 H2,2024-12-15,3,Meets Expectations,47,False,E100031
1026,E100116,2025 H1,2025-06-15,3,Meets Expectations,43,False,E100031
1027,E100116,2025 H2,2025-12-15,2,Needs Improvement,34,False,E100031
1028,E100116,2026 H1,2026-06-15,1,Unsatisfactory,30,False,E100031
1029,E100117,2021 H1,2021-06-15,2,Needs Improvement,52,False,E100036
1030,E100117,2021 H2,2021-12-15,3,Meets Expectations,30,False,E100036
1031,E100117,2022 H1,2022-06-15,3,Meets Expectations,56,False,E100036
1032,E100117,2022 H2,2022-12-15,3,Meets Expectations,70,False,E100036
1033,E100117,2023 H1,2023-06-15,4,Exceeds Expectations,69,False,E100036
1034,E100117,2023 H2,2023-12-15,4,Exceeds Expectations,87,False,E100036
1035,E100117,2024 H1,2024-06-15,2,Needs Improvement,30,False,E100036
1036,E100117,2024 H2,2024-12-15,3,Meets Expectations,37,False,E100036
1037,E100117,2025 H1,2025-06-15,4,Exceeds Expectations,88,False,E100036
1038,E100117,2025 H2,2025-12-15,3,Meets Expectations,38,False,E100036
1039,E100117,2026 H1,2026-06-15,4,Exceeds Expectations,88,True,E100036
1040,E100118,2021 H1,2021-06-15,1,Unsatisfactory,30,False,E100125
1041,E100119,2021 H1,2021-06-15,4,Exceeds Expectations,76,False,E100078
1042,E100119,2021 H2,2021-12-15,4,Exceeds Expectations,73,False,E100078
1043,E100119,2022 H1,2022-06-15,3,Meets Expectations,68,False,E100078
1044,E100119,2022 H2,2022-12-15,3,Meets Expectations,78,False,E100078
1045,E100119,2023 H1,2023-06-15,4,Exceeds Expectations,73,False,E100078
1046,E100119,2023 H2,2023-12-15,3,Meets Expectations,59,False,E100078
1047,E100119,2024 H1,2024-06-15,3,Meets Expectations,47,False,E100078
1048,E100119,2024 H2,2024-12-15,3,Meets Expectations,41,False,E100078
1049,E100119,2025 H1,2025-06-15,5,Outstanding,77,False,E100078
1050,E100119,2025 H2,2025-12-15,4,Exceeds Expectations,64,False,E100078
1051,E100119,2026 H1,2026-06-15,2,Needs Improvement,33,False,E100078
1052,E100120,2021 H1,2021-06-15,3,Meets Expectations,69,False,E100009
1053,E100120,2021 H2,2021-12-15,4,Exceeds Expectations,74,True,E100009
1054,E100120,2022 H1,2022-06-15,4,Exceeds Expectations,69,False,E100009
1055,E100120,2022 H2,2022-12-15,3,Meets Expectations,47,False,E100009
1056,E100120,2023 H1,2023-06-15,3,Meets Expectations,56,False,E100009
1057,E100120,2023 H2,2023-12-15,2,Needs Improvement,33,False,E100009
1058,E100120,2024 H1,2024-06-15,5,Outstanding,93,False,E100009
1059,E100121,2021 H1,2021-06-15,3,Meets Expectations,48,False,E100113
1060,E100121,2021 H2,2021-12-15,3,Meets Expectations,66,False,E100113
1061,E100121,2022 H1,2022-06-15,3,Meets Expectations,48,False,E100113
1062,E100121,2022 H2,2022-12-15,3,Meets Expectations,45,False,E100113
1063,E100121,2023 H1,2023-06-15,4,Exceeds Expectations,73,False,E100113
1064,E100121,2023 H2,2023-12-15,4,Exceeds Expectations,56,False,E100113
1065,E100121,2024 H1,2024-06-15,4,Exceeds Expectations,77,True,E100113
1066,E100121,2024 H2,2024-12-15,3,Meets Expectations,67,False,E100113
1067,E100121,2025 H1,2025-06-15,4,Exceeds Expectations,82,False,E100113
1068,E100121,2025 H2,2025-12-15,2,Needs Improvement,30,False,E100113
1069,E100121,2026 H1,2026-06-15,4,Exceeds Expectations,51,True,E100113
1070,E100122,2021 H1,2021-06-15,3,Meets Expectations,53,False,E100124
1071,E100122,2021 H2,2021-12-15,4,Exceeds Expectations,72,False,E100124
1072,E100122,2022 H1,2022-06-15,5,Outstanding,83,False,E100124
1073,E100124,2021 H1,2021-06-15,3,Meets Expectations,76,False,E100031
1074,E100124,2021 H2,2021-12-15,3,Meets Expectations,55,False,E100031
1075,E100125,2021 H1,2021-06-15,3,Meets Expectations,45,False,E100031
1076,E100125,2021 H2,2021-12-15,3,Meets Expectations,64,False,E100031
1077,E100125,2022 H1,2022-06-15,3,Meets Expectations,30,False,E100031
1078,E100125,2022 H2,2022-12-15,2,Needs Improvement,54,False,E100031
1079,E100125,2023 H1,2023-06-15,1,Unsatisfactory,30,False,E100031
1080,E100125,2023 H2,2023-12-15,4,Exceeds Expectations,76,True,E100031
1081,E100125,2024 H1,2024-06-15,4,Exceeds Expectations,80,False,E100031
1082,E100125,2024 H2,2024-12-15,3,Meets Expectations,43,False,E100031
1083,E100125,2025 H1,2025-06-15,3,Meets Expectations,65,False,E100031
1084,E100125,2025 H2,2025-12-15,2,Needs Improvement,31,False,E100031
1085,E100125,2026 H1,2026-06-15,3,Meets Expectations,47,False,E100031
1086,E100126,2021 H1,2021-06-15,3,Meets Expectations,58,False,E100031
1087,E100126,2021 H2,2021-12-15,4,Exceeds Expectations,81,False,E100031
1088,E100126,2022 H1,2022-06-15,4,Exceeds Expectations,82,True,E100031
1089,E100126,2022 H2,2022-12-15,3,Meets Expectations,80,False,E100031
1090,E100126,2023 H1,2023-06-15,2,Needs Improvement,44,False,E100031
1091,E100126,2023 H2,2023-12-15,2,Needs Improvement,30,False,E100031
1092,E100126,2024 H1,2024-06-15,5,Outstanding,86,True,E100031
1093,E100126,2024 H2,2024-12-15,2,Needs Improvement,31,False,E100031
1094,E100126,2025 H1,2025-06-15,3,Meets Expectations,52,False,E100031
1095,E100126,2025 H2,2025-12-15,3,Meets Expectations,40,False,E100031
1096,E100126,2026 H1,2026-06-15,3,Meets Expectations,53,False,E100031
1097,E100127,2021 H1,2021-06-15,5,Outstanding,104,False,E100075
1098,E100127,2021 H2,2021-12-15,3,Meets Expectations,58,False,E100075
1099,E100127,2022 H1,2022-06-15,2,Needs Improvement,42,False,E100075
1100,E100127,2022 H2,2022-12-15,5,Outstanding,78,False,E100075
1101,E100127,2023 H1,2023-06-15,3,Meets Expectations,56,False,E100075
1102,E100127,2023 H2,2023-12-15,4,Exceeds Expectations,73,False,E100075
1103,E100127,2024 H1,2024-06-15,3,Meets Expectations,39,False,E100075
1104,E100127,2024 H2,2024-12-15,3,Meets Expectations,62,False,E100075
1105,E100127,2025 H1,2025-06-15,5,Outstanding,95,False,E100075
1106,E100127,2025 H2,2025-12-15,3,Meets Expectations,62,False,E100075
1107,E100127,2026 H1,2026-06-15,2,Needs Improvement,35,False,E100075
1108,E100128,2021 H1,2021-06-15,3,Meets Expectations,51,False,E100031
1109,E100128,2021 H2,2021-12-15,3,Meets Expectations,42,False,E100031
1110,E100128,2022 H1,2022-06-15,5,Outstanding,83,True,E100031
1111,E100128,2022 H2,2022-12-15,3,Meets Expectations,53,False,E100031
1112,E100128,2023 H1,2023-06-15,4,Exceeds Expectations,88,False,E100031
1113,E100128,2023 H2,2023-12-15,4,Exceeds Expectations,77,False,E100031
1114,E100128,2024 H1,2024-06-15,2,Needs Improvement,39,False,E100031
1115,E100128,2024 H2,2024-12-15,3,Meets Expectations,46,False,E100031
1116,E100128,2025 H1,2025-06-15,2,Needs Improvement,32,False,E100031
1117,E100128,2025 H2,2025-12-15,4,Exceeds Expectations,76,True,E100031
1118,E100128,2026 H1,2026-06-15,4,Exceeds Expectations,65,False,E100031
1119,E100129,2021 H1,2021-06-15,3,Meets Expectations,49,False,E100033
1120,E100129,2021 H2,2021-12-15,3,Meets Expectations,38,False,E100033
1121,E100129,2022 H1,2022-06-15,3,Meets Expectations,50,False,E100033
1122,E100129,2022 H2,2022-12-15,4,Exceeds Expectations,100,False,E100033
1123,E100129,2023 H1,2023-06-15,3,Meets Expectations,54,False,E100033
1124,E100129,2023 H2,2023-12-15,4,Exceeds Expectations,69,False,E100033
1125,E100129,2024 H1,2024-06-15,4,Exceeds Expectations,85,False,E100033
1126,E100129,2024 H2,2024-12-15,3,Meets Expectations,69,False,E100033
1127,E100129,2025 H1,2025-06-15,4,Exceeds Expectations,79,False,E100033
1128,E100129,2025 H2,2025-12-15,4,Exceeds Expectations,85,False,E100033
1129,E100129,2026 H1,2026-06-15,4,Exceeds Expectations,85,True,E100033
1130,E100130,2021 H1,2021-06-15,4,Exceeds Expectations,64,False,E100078
1131,E100130,2021 H2,2021-12-15,3,Meets Expectations,43,False,E100078
1132,E100130,2022 H1,2022-06-15,3,Meets Expectations,48,False,E100078
1133,E100130,2022 H2,2022-12-15,2,Needs Improvement,45,False,E100078
1134,E100130,2023 H1,2023-06-15,5,Outstanding,82,False,E100078
1135,E100130,2023 H2,2023-12-15,4,Exceeds Expectations,98,False,E100078
1136,E100130,2024 H1,2024-06-15,4,Exceeds Expectations,61,False,E100078
1137,E100130,2024 H2,2024-12-15,4,Exceeds Expectations,70,True,E100078
1138,E100130,2025 H1,2025-06-15,4,Exceeds Expectations,95,False,E100078
1139,E100130,2025 H2,2025-12-15,3,Meets Expectations,68,False,E100078
1140,E100130,2026 H1,2026-06-15,3,Meets Expectations,49,False,E100078
1141,E100131,2021 H1,2021-06-15,2,Needs Improvement,52,False,E100043
1142,E100131,2021 H2,2021-12-15,2,Needs Improvement,30,False,E100043
1143,E100131,2022 H1,2022-06-15,4,Exceeds Expectations,92,False,E100043
1144,E100131,2022 H2,2022-12-15,2,Needs Improvement,39,False,E100043
1145,E100131,2023 H1,2023-06-15,2,Needs Improvement,52,False,E100043
1146,E100132,2021 H1,2021-06-15,4,Exceeds Expectations,87,True,E100006
1147,E100132,2021 H2,2021-12-15,3,Meets Expectations,49,False,E100006
1148,E100132,2022 H1,2022-06-15,3,Meets Expectations,68,False,E100006
1149,E100133,2021 H1,2021-06-15,5,Outstanding,83,False,E100031
1150,E100133,2021 H2,2021-12-15,4,Exceeds Expectations,70,True,E100031
1151,E100133,2022 H1,2022-06-15,2,Needs Improvement,41,False,E100031
1152,E100133,2022 H2,2022-12-15,4,Exceeds Expectations,83,False,E100031
1153,E100133,2023 H1,2023-06-15,3,Meets Expectations,50,False,E100031
1154,E100133,2023 H2,2023-12-15,3,Meets Expectations,63,False,E100031
1155,E100133,2024 H1,2024-06-15,4,Exceeds Expectations,65,True,E100031
1156,E100133,2024 H2,2024-12-15,4,Exceeds Expectations,79,False,E100031
1157,E100133,2025 H1,2025-06-15,4,Exceeds Expectations,71,False,E100031
1158,E100133,2025 H2,2025-12-15,5,Outstanding,82,True,E100031
1159,E100133,2026 H1,2026-06-15,3,Meets Expectations,63,False,E100031
1160,E100134,2021 H1,2021-06-15,4,Exceeds Expectations,72,True,E100043
1161,E100134,2021 H2,2021-12-15,3,Meets Expectations,41,False,E100043
1162,E100134,2022 H1,2022-06-15,3,Meets Expectations,65,False,E100043
1163,E100134,2022 H2,2022-12-15,3,Meets Expectations,54,False,E100043
1164,E100134,2023 H1,2023-06-15,5,Outstanding,100,True,E100043
1165,E100134,2023 H2,2023-12-15,3,Meets Expectations,51,False,E100043
1166,E100134,2024 H1,2024-06-15,5,Outstanding,86,False,E100043
1167,E100134,2024 H2,2024-12-15,3,Meets Expectations,52,False,E100043
1168,E100134,2025 H1,2025-06-15,5,Outstanding,89,True,E100043
1169,E100134,2025 H2,2025-12-15,3,Meets Expectations,60,False,E100043
1170,E100134,2026 H1,2026-06-15,5,Outstanding,77,False,E100043
1171,E100135,2021 H1,2021-06-15,4,Exceeds Expectations,63,False,E100031
1172,E100135,2021 H2,2021-12-15,5,Outstanding,78,True,E100031
1173,E100135,2022 H1,2022-06-15,4,Exceeds Expectations,64,False,E100031
1174,E100135,2022 H2,2022-12-15,5,Outstanding,114,False,E100031
1175,E100135,2023 H1,2023-06-15,5,Outstanding,89,False,E100031
1176,E100135,2023 H2,2023-12-15,2,Needs Improvement,37,False,E100031
1177,E100135,2024 H1,2024-06-15,4,Exceeds Expectations,95,False,E100031
1178,E100136,2021 H1,2021-06-15,4,Exceeds Expectations,64,False,E100056
1179,E100136,2021 H2,2021-12-15,4,Exceeds Expectations,68,False,E100056
1180,E100136,2022 H1,2022-06-15,3,Meets Expectations,75,False,E100056
1181,E100136,2022 H2,2022-12-15,3,Meets Expectations,63,False,E100056
1182,E100136,2023 H1,2023-06-15,3,Meets Expectations,53,False,E100056
1183,E100136,2023 H2,2023-12-15,3,Meets Expectations,44,False,E100056
1184,E100136,2024 H1,2024-06-15,4,Exceeds Expectations,49,False,E100056
1185,E100136,2024 H2,2024-12-15,3,Meets Expectations,56,False,E100056
1186,E100136,2025 H1,2025-06-15,4,Exceeds Expectations,77,False,E100056
1187,E100136,2025 H2,2025-12-15,2,Needs Improvement,31,False,E100056
1188,E100136,2026 H1,2026-06-15,4,Exceeds Expectations,64,True,E100056
1189,E100137,2021 H1,2021-06-15,4,Exceeds Expectations,77,True,E100078
1190,E100137,2021 H2,2021-12-15,3,Meets Expectations,60,False,E100078
1191,E100137,2022 H1,2022-06-15,3,Meets Expectations,45,False,E100078
1192,E100137,2022 H2,2022-12-15,5,Outstanding,85,True,E100078
1193,E100137,2023 H1,2023-06-15,2,Needs Improvement,30,False,E100078
1194,E100137,2023 H2,2023-12-15,4,Exceeds Expectations,75,True,E100078
1195,E100137,2024 H1,2024-06-15,2,Needs Improvement,42,False,E100078
1196,E100137,2024 H2,2024-12-15,3,Meets Expectations,39,False,E100078
1197,E100137,2025 H1,2025-06-15,2,Needs Improvement,38,False,E100078
1198,E100137,2025 H2,2025-12-15,3,Meets Expectations,45,False,E100078
1199,E100137,2026 H1,2026-06-15,3,Meets Expectations,53,False,E100078
1200,E100138,2021 H1,2021-06-15,3,Meets Expectations,52,False,E100031
1201,E100138,2021 H2,2021-12-15,3,Meets Expectations,73,False,E100031
1202,E100138,2022 H1,2022-06-15,3,Meets Expectations,61,False,E100031
1203,E100138,2022 H2,2022-12-15,4,Exceeds Expectations,66,False,E100031
1204,E100138,2023 H1,2023-06-15,2,Needs Improvement,31,False,E100031
1205,E100138,2023 H2,2023-12-15,2,Needs Improvement,30,False,E100031
1206,E100138,2024 H1,2024-06-15,3,Meets Expectations,54,False,E100031
1207,E100138,2024 H2,2024-12-15,3,Meets Expectations,37,False,E100031
1208,E100138,2025 H1,2025-06-15,2,Needs Improvement,37,False,E100031
1209,E100138,2025 H2,2025-12-15,4,Exceeds Expectations,63,False,E100031
1210,E100138,2026 H1,2026-06-15,3,Meets Expectations,56,False,E100031
1211,E100139,2021 H1,2021-06-15,5,Outstanding,105,False,E100075
1212,E100139,2021 H2,2021-12-15,4,Exceeds Expectations,51,True,E100075
1213,E100139,2022 H1,2022-06-15,5,Outstanding,94,False,E100075
1214,E100139,2022 H2,2022-12-15,3,Meets Expectations,73,False,E100075
1215,E100139,2023 H1,2023-06-15,3,Meets Expectations,75,False,E100075
1216,E100139,2023 H2,2023-12-15,2,Needs Improvement,31,False,E100075
1217,E100139,2024 H1,2024-06-15,2,Needs Improvement,31,False,E100075
1218,E100139,2024 H2,2024-12-15,4,Exceeds Expectations,66,True,E100075
1219,E100139,2025 H1,2025-06-15,3,Meets Expectations,66,False,E100075
1220,E100139,2025 H2,2025-12-15,4,Exceeds Expectations,73,False,E100075
1221,E100139,2026 H1,2026-06-15,2,Needs Improvement,30,False,E100075
1222,E100140,2021 H1,2021-06-15,3,Meets Expectations,34,False,E100069
1223,E100140,2021 H2,2021-12-15,4,Exceeds Expectations,78,False,E100069
1224,E100140,2022 H1,2022-06-15,4,Exceeds Expectations,58,False,E100069
1225,E100140,2022 H2,2022-12-15,4,Exceeds Expectations,63,False,E100069
1226,E100140,2023 H1,2023-06-15,5,Outstanding,86,False,E100069
1227,E100140,2023 H2,2023-12-15,3,Meets Expectations,60,False,E100069
1228,E100140,2024 H1,2024-06-15,4,Exceeds Expectations,39,False,E100069
1229,E100140,2024 H2,2024-12-15,2,Needs Improvement,30,False,E100069
1230,E100140,2025 H1,2025-06-15,4,Exceeds Expectations,89,True,E100069
1231,E100140,2025 H2,2025-12-15,3,Meets Expectations,62,False,E100069
1232,E100140,2026 H1,2026-06-15,4,Exceeds Expectations,58,False,E100069
1233,E100141,2021 H1,2021-06-15,3,Meets Expectations,47,False,E100044
1234,E100141,2021 H2,2021-12-15,3,Meets Expectations,71,False,E100044
1235,E100141,2022 H1,2022-06-15,4,Exceeds Expectations,63,False,E100044
1236,E100141,2022 H2,2022-12-15,3,Meets Expectations,55,False,E100044
1237,E100141,2023 H1,2023-06-15,4,Exceeds Expectations,52,False,E100044
1238,E100141,2023 H2,2023-12-15,5,Outstanding,92,False,E100044
1239,E100141,2024 H1,2024-06-15,3,Meets Expectations,78,False,E100044
1240,E100141,2024 H2,2024-12-15,4,Exceeds Expectations,87,True,E100044
1241,E100141,2025 H1,2025-06-15,5,Outstanding,110,False,E100044
1242,E100141,2025 H2,2025-12-15,4,Exceeds Expectations,81,False,E100044
1243,E100141,2026 H1,2026-06-15,4,Exceeds Expectations,86,False,E100044
1244,E100142,2021 H1,2021-06-15,3,Meets Expectations,58,False,E100174
1245,E100142,2021 H2,2021-12-15,3,Meets Expectations,63,False,E100174
1246,E100142,2022 H1,2022-06-15,3,Meets Expectations,51,False,E100174
1247,E100142,2022 H2,2022-12-15,2,Needs Improvement,55,False,E100174
1248,E100142,2023 H1,2023-06-15,2,Needs Improvement,40,False,E100174
1249,E100142,2023 H2,2023-12-15,4,Exceeds Expectations,86,False,E100174
1250,E100142,2024 H1,2024-06-15,3,Meets Expectations,40,False,E100174
1251,E100142,2024 H2,2024-12-15,4,Exceeds Expectations,83,False,E100174
1252,E100142,2025 H1,2025-06-15,4,Exceeds Expectations,72,False,E100174
1253,E100142,2025 H2,2025-12-15,3,Meets Expectations,42,False,E100174
1254,E100142,2026 H1,2026-06-15,1,Unsatisfactory,34,False,E100174
1255,E100143,2021 H1,2021-06-15,3,Meets Expectations,62,False,E100179
1256,E100143,2021 H2,2021-12-15,3,Meets Expectations,50,False,E100179
1257,E100143,2022 H1,2022-06-15,3,Meets Expectations,52,False,E100179
1258,E100143,2022 H2,2022-12-15,4,Exceeds Expectations,73,False,E100179
1259,E100144,2021 H1,2021-06-15,5,Outstanding,78,False,E100185
1260,E100144,2021 H2,2021-12-15,3,Meets Expectations,53,False,E100185
1261,E100144,2022 H1,2022-06-15,4,Exceeds Expectations,64,False,E100185
1262,E100145,2021 H1,2021-06-15,4,Exceeds Expectations,78,False,E100159
1263,E100145,2021 H2,2021-12-15,5,Outstanding,84,False,E100159
1264,E100145,2022 H1,2022-06-15,2,Needs Improvement,45,False,E100159
1265,E100145,2022 H2,2022-12-15,4,Exceeds Expectations,48,False,E100159
1266,E100145,2023 H1,2023-06-15,4,Exceeds Expectations,75,False,E100159
1267,E100145,2023 H2,2023-12-15,3,Meets Expectations,69,False,E100159
1268,E100145,2024 H1,2024-06-15,3,Meets Expectations,71,False,E100159
1269,E100145,2024 H2,2024-12-15,4,Exceeds Expectations,79,False,E100159
1270,E100145,2025 H1,2025-06-15,4,Exceeds Expectations,79,False,E100159
1271,E100145,2025 H2,2025-12-15,3,Meets Expectations,42,False,E100159
